company_id,nama_perusahaan,sektor,wilayah_operasional,tahun_listing
COMP-0663,PT Citra Sejahtera No. 663,Keuangan,Sulawesi Selatan,2014
COMP-0664,PT Surya Persada No. 664,Keuangan,DKI Jakarta,2022
COMP-0665,PT Utama Abadi No. 665,Infrastruktur,DKI Jakarta,2010
COMP-0666,PT Utama Jaya No. 666,Keuangan,Kalimantan Timur,2016
COMP-0667,PT Nusantara Sentosa No. 667,Konsumer Primer,Sulawesi Selatan,2017
COMP-0668,PT Sumber Tbk No. 668,Infrastruktur,Kalimantan Timur,2012
COMP-0669,PT Bumi Energi No. 669,Keuangan,Jawa Barat,2012
COMP-0670,PT Indo Makmur No. 670,Energi & Pertambangan,Kalimantan Timur,2016
COMP-0671,PT Utama Karya No. 671,Teknologi & Informasi,Jawa Barat,2013
COMP-0672,PT Indo Makmur No. 672,Teknologi & Informasi,DKI Jakarta,2012
COMP-0673,PT Utama Makmur No. 673,Teknologi & Informasi,Sulawesi Selatan,2024
COMP-0674,PT Citra Abadi No. 674,Infrastruktur,Jawa Barat,2017
COMP-0675,PT Artha Energi No. 675,Keuangan,Sulawesi Selatan,2012
COMP-0676,PT Mega Tbk No. 676,Kesehatan,Sulawesi Selatan,2022
COMP-0677,PT Surya Tbk No. 677,Kesehatan,Jawa Barat,2023
COMP-0678,PT Indo Tbk No. 678,Kesehatan,Jawa Timur,2016
COMP-0679,PT Utama Sentosa No. 679,Infrastruktur,Kalimantan Timur,2011
COMP-0680,PT Mega Energi No. 680,Konsumer Primer,Jawa Barat,2020
COMP-0681,PT Nusantara Karya No. 681,Energi & Pertambangan,DKI Jakarta,2020
COMP-0682,PT Surya Makmur No. 682,Energi & Pertambangan,Sulawesi Selatan,2010
COMP-0683,PT Artha Makmur No. 683,Teknologi & Informasi,Sumatera Utara,2021
COMP-0684,PT Mega Tbk No. 684,Teknologi & Informasi,Jawa Barat,2015
COMP-0685,PT Nusantara Sejahtera No. 685,Kesehatan,Kalimantan Timur,2017
COMP-0686,PT Bina Energi No. 686,Kesehatan,Sulawesi Selatan,2010
COMP-0687,PT Bina Jaya No. 687,Teknologi & Informasi,Jawa Timur,2022
COMP-0688,PT Artha Persada No. 688,Keuangan,DKI Jakarta,2019
COMP-0689,PT Mega Sejahtera No. 689,Konsumer Primer,Jawa Timur,2021
COMP-0690,PT Sumber Abadi No. 690,Konsumer Primer,Sumatera Utara,2018
COMP-0691,PT Surya Jaya No. 691,Konsumer Primer,Jawa Barat,2024
COMP-0692,PT Bumi Tbk No. 692,Konsumer Primer,Sulawesi Selatan,2012
COMP-0693,PT Utama Sentosa No. 693,Teknologi & Informasi,Jawa Barat,2012
COMP-0694,PT Artha Jaya No. 694,Energi & Pertambangan,Kalimantan Timur,2013
COMP-0695,PT Artha Lestari No. 695,Teknologi & Informasi,Jawa Barat,2020
COMP-0696,PT Mega Karya No. 696,Konsumer Primer,DKI Jakarta,2024
COMP-0697,PT Indo Makmur No. 697,Teknologi & Informasi,Sumatera Utara,2010
COMP-0698,PT Bina Persada No. 698,Konsumer Primer,Jawa Timur,2018
COMP-0699,PT Bina Energi No. 699,Infrastruktur,Sumatera Utara,2020
COMP-0700,PT Indo Karya No. 700,Kesehatan,Sulawesi Selatan,2012
COMP-0701,PT Surya Lestari No. 701,Energi & Pertambangan,Jawa Barat,2022
COMP-0702,PT Mega Sejahtera No. 702,Infrastruktur,Sulawesi Selatan,2019
COMP-0703,PT Sumber Abadi No. 703,Keuangan,Jawa Timur,2013
COMP-0704,PT Nusantara Tbk No. 704,Teknologi & Informasi,Sulawesi Selatan,2010
COMP-0705,PT Citra Sentosa No. 705,Keuangan,Kalimantan Timur,2013
COMP-0706,PT Indo Energi No. 706,Teknologi & Informasi,Sumatera Utara,2022
COMP-0707,PT Indo Karya No. 707,Kesehatan,Jawa Timur,2010
COMP-0708,PT Bumi Makmur No. 708,Infrastruktur,Jawa Timur,2014
COMP-0709,PT Nusantara Jaya No. 709,Kesehatan,Jawa Timur,2014
COMP-0710,PT Citra Karya No. 710,Konsumer Primer,DKI Jakarta,2023
COMP-0711,PT Sumber Jaya No. 711,Kesehatan,Sumatera Utara,2020
COMP-0712,PT Bina Tbk No. 712,Kesehatan,Sulawesi Selatan,2016
COMP-0713,PT Artha Sejahtera No. 713,Konsumer Primer,Jawa Timur,2023
COMP-0714,PT Bumi Tbk No. 714,Teknologi & Informasi,Sumatera Utara,2017
COMP-0715,PT Surya Karya No. 715,Konsumer Primer,Jawa Timur,2013
COMP-0716,PT Bina Karya No. 716,Infrastruktur,Kalimantan Timur,2016
COMP-0717,PT Bina Makmur No. 717,Kesehatan,Kalimantan Timur,2013
COMP-0718,PT Indo Tbk No. 718,Konsumer Primer,Kalimantan Timur,2012
COMP-0719,PT Surya Tbk No. 719,Kesehatan,Jawa Barat,2024
COMP-0720,PT Mega Makmur No. 720,Infrastruktur,Jawa Timur,2015
COMP-0721,PT Surya Lestari No. 721,Keuangan,Jawa Barat,2013
COMP-0722,PT Surya Sejahtera No. 722,Infrastruktur,Sumatera Utara,2023
COMP-0723,PT Indo Makmur No. 723,Energi & Pertambangan,Jawa Barat,2012
COMP-0724,PT Sumber Sejahtera No. 724,Energi & Pertambangan,Sumatera Utara,2024
COMP-0725,PT Mega Energi No. 725,Energi & Pertambangan,Sumatera Utara,2024
COMP-0726,PT Bumi Jaya No. 726,Kesehatan,Sumatera Utara,2018
COMP-0727,PT Citra Persada No. 727,Teknologi & Informasi,Sulawesi Selatan,2014
COMP-0728,PT Citra Jaya No. 728,Teknologi & Informasi,Jawa Barat,2022
COMP-0729,PT Surya Makmur No. 729,Teknologi & Informasi,Sulawesi Selatan,2023
COMP-0730,PT Surya Energi No. 730,Kesehatan,Jawa Timur,2016
COMP-0731,PT Sumber Jaya No. 731,Infrastruktur,Jawa Barat,2021
COMP-0732,PT Citra Jaya No. 732,Teknologi & Informasi,Jawa Timur,2023
COMP-0733,PT Nusantara Tbk No. 733,Keuangan,Jawa Timur,2015
COMP-0734,PT Bina Sejahtera No. 734,Energi & Pertambangan,Sumatera Utara,2019
COMP-0735,PT Indo Sentosa No. 735,Infrastruktur,Jawa Barat,2024
COMP-0736,PT Sumber Abadi No. 736,Energi & Pertambangan,Jawa Timur,2014
COMP-0737,PT Mega Persada No. 737,Teknologi & Informasi,Kalimantan Timur,2016
COMP-0738,PT Bina Karya No. 738,Infrastruktur,Jawa Timur,2020
COMP-0739,PT Utama Persada No. 739,Konsumer Primer,Kalimantan Timur,2015
COMP-0740,PT Indo Sejahtera No. 740,Keuangan,Jawa Barat,2019
COMP-0741,PT Utama Makmur No. 741,Teknologi & Informasi,Sulawesi Selatan,2011
COMP-0742,PT Artha Makmur No. 742,Teknologi & Informasi,Jawa Barat,2022
COMP-0743,PT Utama Makmur No. 743,Keuangan,Sulawesi Selatan,2022
COMP-0744,PT Nusantara Tbk No. 744,Keuangan,Sulawesi Selatan,2022
COMP-0745,PT Nusantara Jaya No. 745,Konsumer Primer,Jawa Barat,2012
COMP-0746,PT Bumi Jaya No. 746,Teknologi & Informasi,Jawa Timur,2011
COMP-0747,PT Citra Lestari No. 747,Kesehatan,DKI Jakarta,2021
COMP-0748,PT Citra Abadi No. 748,Teknologi & Informasi,Jawa Timur,2012
COMP-0749,PT Indo Tbk No. 749,Energi & Pertambangan,Jawa Timur,2010
COMP-0750,PT Bumi Sejahtera No. 750,Infrastruktur,Sumatera Utara,2017
COMP-0751,PT Sumber Sentosa No. 751,Infrastruktur,Sumatera Utara,2015
COMP-0752,PT Artha Sentosa No. 752,Energi & Pertambangan,Jawa Timur,2022
COMP-0753,PT Bumi Sentosa No. 753,Infrastruktur,Kalimantan Timur,2011
COMP-0754,PT Nusantara Lestari No. 754,Keuangan,Sulawesi Selatan,2017
COMP-0755,PT Nusantara Persada No. 755,Infrastruktur,Sumatera Utara,2015
COMP-0756,PT Sumber Energi No. 756,Infrastruktur,Jawa Timur,2016
COMP-0757,PT Sumber Persada No. 757,Energi & Pertambangan,DKI Jakarta,2020
COMP-0758,PT Surya Makmur No. 758,Konsumer Primer,Kalimantan Timur,2010
COMP-0759,PT Bumi Sentosa No. 759,Infrastruktur,Jawa Barat,2016
COMP-0760,PT Citra Sentosa No. 760,Kesehatan,Jawa Timur,2012
COMP-0761,PT Utama Energi No. 761,Infrastruktur,Jawa Timur,2020
COMP-0762,PT Sumber Karya No. 762,Konsumer Primer,Sulawesi Selatan,2021
COMP-0763,PT Indo Abadi No. 763,Energi & Pertambangan,Kalimantan Timur,2017
COMP-0764,PT Indo Makmur No. 764,Konsumer Primer,Sumatera Utara,2015
COMP-0765,PT Bumi Sentosa No. 765,Energi & Pertambangan,Sumatera Utara,2013
COMP-0766,PT Nusantara Karya No. 766,Keuangan,Sumatera Utara,2020
COMP-0767,PT Bina Abadi No. 767,Energi & Pertambangan,Jawa Barat,2017
COMP-0768,PT Utama Sentosa No. 768,Keuangan,Kalimantan Timur,2018
COMP-0769,PT Bumi Sentosa No. 769,Keuangan,Kalimantan Timur,2019
COMP-0770,PT Sumber Karya No. 770,Energi & Pertambangan,Sumatera Utara,2011
COMP-0771,PT Nusantara Jaya No. 771,Kesehatan,Sumatera Utara,2024
COMP-0772,PT Mega Sejahtera No. 772,Teknologi & Informasi,Sulawesi Selatan,2015
COMP-0773,PT Artha Lestari No. 773,Energi & Pertambangan,DKI Jakarta,2014
COMP-0774,PT Citra Tbk No. 774,Infrastruktur,DKI Jakarta,2014
COMP-0775,PT Mega Karya No. 775,Kesehatan,Jawa Timur,2019
COMP-0776,PT Nusantara Persada No. 776,Kesehatan,Jawa Timur,2020
COMP-0777,PT Sumber Makmur No. 777,Infrastruktur,Kalimantan Timur,2012
COMP-0778,PT Citra Energi No. 778,Teknologi & Informasi,Kalimantan Timur,2021
COMP-0779,PT Bina Jaya No. 779,Kesehatan,Jawa Barat,2017
COMP-0780,PT Bumi Jaya No. 780,Keuangan,Jawa Barat,2023
COMP-0781,PT Bina Energi No. 781,Teknologi & Informasi,DKI Jakarta,2017
COMP-0782,PT Mega Jaya No. 782,Infrastruktur,Jawa Timur,2021
COMP-0783,PT Bumi Sentosa No. 783,Teknologi & Informasi,DKI Jakarta,2014
COMP-0784,PT Utama Karya No. 784,Energi & Pertambangan,DKI Jakarta,2017
COMP-0785,PT Mega Jaya No. 785,Teknologi & Informasi,Jawa Timur,2019
COMP-0786,PT Indo Karya No. 786,Keuangan,Jawa Barat,2024
COMP-0787,PT Artha Tbk No. 787,Energi & Pertambangan,Sulawesi Selatan,2017
COMP-0788,PT Utama Energi No. 788,Konsumer Primer,Sulawesi Selatan,2012
COMP-0789,PT Artha Sentosa No. 789,Infrastruktur,Sulawesi Selatan,2011
COMP-0790,PT Bina Lestari No. 790,Infrastruktur,Jawa Timur,2018
COMP-0791,PT Bina Lestari No. 791,Teknologi & Informasi,Sumatera Utara,2011
COMP-0792,PT Sumber Sejahtera No. 792,Kesehatan,Sumatera Utara,2018
COMP-0793,PT Mega Makmur No. 793,Energi & Pertambangan,Sumatera Utara,2013
COMP-0794,PT Surya Jaya No. 794,Konsumer Primer,Kalimantan Timur,2021
COMP-0795,PT Nusantara Jaya No. 795,Energi & Pertambangan,Jawa Barat,2022
COMP-0796,PT Mega Makmur No. 796,Infrastruktur,Jawa Barat,2011
COMP-0797,PT Bumi Lestari No. 797,Energi & Pertambangan,Kalimantan Timur,2019
COMP-0798,PT Bina Energi No. 798,Konsumer Primer,DKI Jakarta,2010
COMP-0799,PT Sumber Tbk No. 799,Kesehatan,Sulawesi Selatan,2013
COMP-0800,PT Surya Lestari No. 800,Teknologi & Informasi,Sumatera Utara,2018
COMP-0801,PT Citra Jaya No. 801,Keuangan,Sulawesi Selatan,2021
COMP-0802,PT Bina Energi No. 802,Energi & Pertambangan,Sumatera Utara,2018
COMP-0803,PT Bina Lestari No. 803,Keuangan,Sulawesi Selatan,2013
COMP-0804,PT Sumber Sentosa No. 804,Infrastruktur,DKI Jakarta,2018
COMP-0805,PT Nusantara Persada No. 805,Teknologi & Informasi,Sulawesi Selatan,2024
COMP-0806,PT Surya Makmur No. 806,Teknologi & Informasi,Sulawesi Selatan,2021
COMP-0807,PT Nusantara Makmur No. 807,Energi & Pertambangan,Jawa Timur,2015
COMP-0808,PT Nusantara Energi No. 808,Kesehatan,Sulawesi Selatan,2010
COMP-0809,PT Bina Energi No. 809,Teknologi & Informasi,Jawa Timur,2019
COMP-0810,PT Artha Persada No. 810,Energi & Pertambangan,Jawa Barat,2022
COMP-0811,PT Sumber Abadi No. 811,Energi & Pertambangan,Kalimantan Timur,2023
COMP-0812,PT Bumi Lestari No. 812,Keuangan,Sulawesi Selatan,2015
COMP-0813,PT Utama Persada No. 813,Teknologi & Informasi,Jawa Barat,2018
COMP-0814,PT Indo Makmur No. 814,Energi & Pertambangan,Jawa Timur,2022
COMP-0815,PT Bumi Persada No. 815,Keuangan,Sulawesi Selatan,2011
COMP-0816,PT Utama Energi No. 816,Konsumer Primer,Sulawesi Selatan,2015
COMP-0817,PT Surya Karya No. 817,Keuangan,DKI Jakarta,2011
COMP-0818,PT Sumber Tbk No. 818,Keuangan,Jawa Barat,2013
COMP-0819,PT Sumber Tbk No. 819,Energi & Pertambangan,Sumatera Utara,2024
COMP-0820,PT Utama Tbk No. 820,Infrastruktur,Sumatera Utara,2017
COMP-0821,PT Bumi Jaya No. 821,Infrastruktur,DKI Jakarta,2022
COMP-0822,PT Surya Makmur No. 822,Kesehatan,Jawa Timur,2016
COMP-0823,PT Artha Abadi No. 823,Infrastruktur,Sumatera Utara,2020
COMP-0824,PT Artha Sentosa No. 824,Keuangan,Sumatera Utara,2021
COMP-0825,PT Sumber Persada No. 825,Kesehatan,Kalimantan Timur,2022
COMP-0826,PT Sumber Persada No. 826,Energi & Pertambangan,Jawa Barat,2018
COMP-0827,PT Citra Tbk No. 827,Teknologi & Informasi,Jawa Timur,2016
COMP-0828,PT Indo Makmur No. 828,Keuangan,Sulawesi Selatan,2010
COMP-0829,PT Sumber Abadi No. 829,Keuangan,Jawa Barat,2011
COMP-0830,PT Bina Karya No. 830,Kesehatan,Jawa Timur,2015
COMP-0831,PT Indo Karya No. 831,Energi & Pertambangan,Sumatera Utara,2016
COMP-0832,PT Utama Sentosa No. 832,Konsumer Primer,Kalimantan Timur,2012
COMP-0833,PT Surya Abadi No. 833,Keuangan,Jawa Barat,2018
COMP-0834,PT Mega Abadi No. 834,Konsumer Primer,Sumatera Utara,2022
COMP-0835,PT Citra Makmur No. 835,Konsumer Primer,Jawa Timur,2024
COMP-0836,PT Sumber Makmur No. 836,Infrastruktur,Jawa Barat,2016
COMP-0837,PT Citra Lestari No. 837,Energi & Pertambangan,Sulawesi Selatan,2023
COMP-0838,PT Mega Jaya No. 838,Konsumer Primer,Jawa Barat,2015
COMP-0839,PT Bina Karya No. 839,Energi & Pertambangan,Sumatera Utara,2022
COMP-0840,PT Indo Karya No. 840,Infrastruktur,Jawa Barat,2015
COMP-0841,PT Citra Lestari No. 841,Energi & Pertambangan,Sulawesi Selatan,2010
COMP-0842,PT Nusantara Abadi No. 842,Keuangan,Kalimantan Timur,2022
COMP-0843,PT Nusantara Sejahtera No. 843,Konsumer Primer,Kalimantan Timur,2014
COMP-0844,PT Indo Jaya No. 844,Energi & Pertambangan,Sumatera Utara,2019
COMP-0845,PT Artha Sejahtera No. 845,Teknologi & Informasi,Jawa Timur,2012
COMP-0846,PT Artha Sentosa No. 846,Energi & Pertambangan,Sumatera Utara,2016
COMP-0847,PT Surya Makmur No. 847,Konsumer Primer,Kalimantan Timur,2019
COMP-0848,PT Nusantara Karya No. 848,Infrastruktur,DKI Jakarta,2012
COMP-0849,PT Bina Sentosa No. 849,Infrastruktur,DKI Jakarta,2014
COMP-0850,PT Indo Sejahtera No. 850,Konsumer Primer,Jawa Barat,2016
COMP-0851,PT Bumi Sentosa No. 851,Keuangan,Sulawesi Selatan,2023
COMP-0852,PT Bumi Makmur No. 852,Keuangan,Jawa Barat,2012
COMP-0853,PT Artha Lestari No. 853,Infrastruktur,DKI Jakarta,2022
COMP-0854,PT Utama Persada No. 854,Infrastruktur,Kalimantan Timur,2022
COMP-0855,PT Citra Karya No. 855,Konsumer Primer,Jawa Barat,2019
COMP-0856,PT Indo Lestari No. 856,Keuangan,Sumatera Utara,2011
COMP-0857,PT Citra Makmur No. 857,Infrastruktur,Sulawesi Selatan,2015
COMP-0858,PT Surya Sejahtera No. 858,Keuangan,Sumatera Utara,2017
COMP-0859,PT Nusantara Karya No. 859,Infrastruktur,Sulawesi Selatan,2013
COMP-0860,PT Indo Jaya No. 860,Energi & Pertambangan,Kalimantan Timur,2018
COMP-0861,PT Artha Abadi No. 861,Teknologi & Informasi,Jawa Barat,2021
COMP-0862,PT Indo Makmur No. 862,Kesehatan,Sulawesi Selatan,2021
COMP-0863,PT Utama Sejahtera No. 863,Energi & Pertambangan,Sumatera Utara,2024
COMP-0864,PT Mega Lestari No. 864,Kesehatan,Jawa Barat,2017
COMP-0865,PT Bina Lestari No. 865,Infrastruktur,Jawa Barat,2016
COMP-0866,PT Surya Abadi No. 866,Teknologi & Informasi,Sumatera Utara,2023
COMP-0867,PT Bina Sentosa No. 867,Teknologi & Informasi,DKI Jakarta,2016
COMP-0868,PT Bumi Abadi No. 868,Infrastruktur,Sulawesi Selatan,2012
COMP-0869,PT Sumber Energi No. 869,Infrastruktur,Sumatera Utara,2023
COMP-0870,PT Bina Tbk No. 870,Keuangan,Kalimantan Timur,2015
COMP-0871,PT Bumi Karya No. 871,Infrastruktur,Jawa Timur,2022
COMP-0872,PT Mega Sejahtera No. 872,Konsumer Primer,Sumatera Utara,2022
COMP-0873,PT Nusantara Jaya No. 873,Infrastruktur,Jawa Barat,2014
COMP-0874,PT Surya Sentosa No. 874,Konsumer Primer,Jawa Barat,2010
COMP-0875,PT Utama Persada No. 875,Infrastruktur,Sumatera Utara,2020
COMP-0876,PT Citra Lestari No. 876,Keuangan,Jawa Timur,2012
COMP-0877,PT Indo Persada No. 877,Konsumer Primer,Sumatera Utara,2022
COMP-0878,PT Bina Energi No. 878,Energi & Pertambangan,Jawa Timur,2021
COMP-0879,PT Mega Sentosa No. 879,Konsumer Primer,Jawa Timur,2010
COMP-0880,PT Surya Energi No. 880,Keuangan,Kalimantan Timur,2013
COMP-0881,PT Bina Lestari No. 881,Kesehatan,Sulawesi Selatan,2019
COMP-0882,PT Artha Tbk No. 882,Konsumer Primer,Jawa Barat,2012
COMP-0883,PT Mega Sejahtera No. 883,Infrastruktur,Jawa Barat,2020
COMP-0884,PT Mega Energi No. 884,Infrastruktur,Jawa Timur,2013
COMP-0885,PT Nusantara Jaya No. 885,Kesehatan,Jawa Barat,2018
COMP-0886,PT Surya Lestari No. 886,Keuangan,DKI Jakarta,2012
COMP-0887,PT Artha Makmur No. 887,Teknologi & Informasi,Jawa Timur,2021
COMP-0888,PT Bumi Tbk No. 888,Infrastruktur,Jawa Barat,2015
COMP-0889,PT Mega Sentosa No. 889,Energi & Pertambangan,DKI Jakarta,2015
COMP-0890,PT Indo Energi No. 890,Keuangan,Kalimantan Timur,2016
COMP-0891,PT Utama Karya No. 891,Konsumer Primer,Jawa Barat,2018
COMP-0892,PT Sumber Sejahtera No. 892,Konsumer Primer,DKI Jakarta,2021
COMP-0893,PT Mega Sejahtera No. 893,Energi & Pertambangan,Sumatera Utara,2016
COMP-0894,PT Nusantara Energi No. 894,Infrastruktur,Sulawesi Selatan,2023
COMP-0895,PT Citra Persada No. 895,Keuangan,Sumatera Utara,2010
COMP-0896,PT Artha Sejahtera No. 896,Energi & Pertambangan,DKI Jakarta,2024
COMP-0897,PT Bumi Jaya No. 897,Infrastruktur,Jawa Timur,2017
COMP-0898,PT Bumi Tbk No. 898,Keuangan,Jawa Timur,2014
COMP-0899,PT Bumi Tbk No. 899,Konsumer Primer,Jawa Barat,2018
COMP-0900,PT Utama Jaya No. 900,Keuangan,Sumatera Utara,2019
COMP-0901,PT Bumi Abadi No. 901,Kesehatan,Jawa Timur,2022
COMP-0902,PT Sumber Sentosa No. 902,Teknologi & Informasi,Jawa Timur,2024
COMP-0903,PT Utama Sentosa No. 903,Keuangan,Sumatera Utara,2021
COMP-0904,PT Bumi Persada No. 904,Teknologi & Informasi,Kalimantan Timur,2014
COMP-0905,PT Utama Jaya No. 905,Keuangan,Jawa Timur,2014
COMP-0906,PT Bumi Sejahtera No. 906,Teknologi & Informasi,Sulawesi Selatan,2024
COMP-0907,PT Nusantara Abadi No. 907,Kesehatan,DKI Jakarta,2021
COMP-0908,PT Surya Lestari No. 908,Konsumer Primer,Jawa Barat,2021
COMP-0909,PT Mega Lestari No. 909,Infrastruktur,Jawa Timur,2023
COMP-0910,PT Bumi Energi No. 910,Teknologi & Informasi,Sulawesi Selatan,2011
COMP-0911,PT Utama Abadi No. 911,Kesehatan,Sulawesi Selatan,2021
COMP-0912,PT Indo Persada No. 912,Teknologi & Informasi,Jawa Timur,2020
COMP-0913,PT Bumi Makmur No. 913,Konsumer Primer,Kalimantan Timur,2012
COMP-0914,PT Nusantara Persada No. 914,Teknologi & Informasi,DKI Jakarta,2019
COMP-0915,PT Surya Jaya No. 915,Kesehatan,Jawa Barat,2018
COMP-0916,PT Nusantara Jaya No. 916,Kesehatan,Jawa Timur,2016
COMP-0917,PT Bina Sentosa No. 917,Energi & Pertambangan,Jawa Barat,2010
COMP-0918,PT Nusantara Energi No. 918,Konsumer Primer,Sumatera Utara,2012
COMP-0919,PT Citra Sejahtera No. 919,Energi & Pertambangan,Sulawesi Selatan,2021
COMP-0920,PT Mega Tbk No. 920,Konsumer Primer,Sulawesi Selatan,2011
COMP-0921,PT Indo Makmur No. 921,Teknologi & Informasi,Jawa Timur,2010
COMP-0922,PT Bumi Lestari No. 922,Kesehatan,Jawa Timur,2018
COMP-0923,PT Bina Energi No. 923,Energi & Pertambangan,Sumatera Utara,2017
COMP-0924,PT Bina Tbk No. 924,Teknologi & Informasi,Kalimantan Timur,2024
COMP-0925,PT Bina Sejahtera No. 925,Kesehatan,Jawa Timur,2014
COMP-0926,PT Bina Sentosa No. 926,Konsumer Primer,Sulawesi Selatan,2020
COMP-0927,PT Bumi Lestari No. 927,Kesehatan,Jawa Barat,2021
COMP-0928,PT Artha Lestari No. 928,Teknologi & Informasi,DKI Jakarta,2011
COMP-0929,PT Citra Lestari No. 929,Energi & Pertambangan,Jawa Barat,2010
COMP-0930,PT Bumi Makmur No. 930,Energi & Pertambangan,Kalimantan Timur,2016
COMP-0931,PT Bina Abadi No. 931,Kesehatan,DKI Jakarta,2022
COMP-0932,PT Citra Energi No. 932,Teknologi & Informasi,Jawa Barat,2020
COMP-0933,PT Surya Lestari No. 933,Keuangan,Jawa Barat,2020
COMP-0934,PT Utama Tbk No. 934,Konsumer Primer,Sumatera Utara,2024
COMP-0935,PT Mega Energi No. 935,Konsumer Primer,Kalimantan Timur,2011
COMP-0936,PT Indo Abadi No. 936,Teknologi & Informasi,Sulawesi Selatan,2010
COMP-0937,PT Mega Karya No. 937,Keuangan,Sumatera Utara,2011
COMP-0938,PT Bina Energi No. 938,Energi & Pertambangan,DKI Jakarta,2016
COMP-0939,PT Nusantara Energi No. 939,Infrastruktur,Sulawesi Selatan,2016
COMP-0940,PT Citra Lestari No. 940,Infrastruktur,Sumatera Utara,2019
COMP-0941,PT Indo Karya No. 941,Teknologi & Informasi,Kalimantan Timur,2015
COMP-0942,PT Surya Persada No. 942,Keuangan,Jawa Timur,2014
COMP-0943,PT Bumi Tbk No. 943,Keuangan,Jawa Timur,2012
COMP-0944,PT Citra Sejahtera No. 944,Konsumer Primer,DKI Jakarta,2023
COMP-0945,PT Indo Jaya No. 945,Energi & Pertambangan,Jawa Timur,2021
COMP-0946,PT Bumi Lestari No. 946,Kesehatan,Sumatera Utara,2012
COMP-0947,PT Mega Persada No. 947,Keuangan,DKI Jakarta,2020
COMP-0948,PT Bina Sejahtera No. 948,Kesehatan,Sulawesi Selatan,2022
COMP-0949,PT Bumi Sejahtera No. 949,Infrastruktur,Kalimantan Timur,2021
COMP-0950,PT Artha Abadi No. 950,Kesehatan,DKI Jakarta,2018
COMP-0951,PT Sumber Makmur No. 951,Energi & Pertambangan,Sulawesi Selatan,2013
COMP-0952,PT Mega Abadi No. 952,Energi & Pertambangan,DKI Jakarta,2018
COMP-0953,PT Utama Sejahtera No. 953,Kesehatan,Jawa Barat,2013
COMP-0954,PT Bina Sentosa No. 954,Teknologi & Informasi,Jawa Barat,2011
COMP-0955,PT Citra Sentosa No. 955,Keuangan,DKI Jakarta,2024
COMP-0956,PT Mega Lestari No. 956,Teknologi & Informasi,Jawa Timur,2013
COMP-0957,PT Citra Makmur No. 957,Kesehatan,Jawa Barat,2015
COMP-0958,PT Artha Sejahtera No. 958,Keuangan,Kalimantan Timur,2015
COMP-0959,PT Artha Karya No. 959,Konsumer Primer,Sulawesi Selatan,2014
COMP-0960,PT Surya Persada No. 960,Teknologi & Informasi,Sumatera Utara,2024
COMP-0961,PT Artha Makmur No. 961,Teknologi & Informasi,Jawa Barat,2024
COMP-0962,PT Bumi Energi No. 962,Kesehatan,DKI Jakarta,2010
COMP-0963,PT Artha Persada No. 963,Infrastruktur,Jawa Timur,2012
COMP-0964,PT Bina Abadi No. 964,Kesehatan,Sumatera Utara,2014
COMP-0965,PT Indo Abadi No. 965,Teknologi & Informasi,Sulawesi Selatan,2015
COMP-0966,PT Utama Jaya No. 966,Keuangan,Sulawesi Selatan,2023
COMP-0967,PT Nusantara Persada No. 967,Infrastruktur,Jawa Barat,2010
COMP-0968,PT Indo Jaya No. 968,Kesehatan,Sulawesi Selatan,2023
COMP-0969,PT Artha Sentosa No. 969,Kesehatan,Sulawesi Selatan,2023
COMP-0970,PT Artha Lestari No. 970,Teknologi & Informasi,Jawa Timur,2018
COMP-0971,PT Utama Lestari No. 971,Teknologi & Informasi,Jawa Timur,2023
COMP-0972,PT Nusantara Jaya No. 972,Konsumer Primer,Jawa Timur,2012
COMP-0973,PT Indo Abadi No. 973,Kesehatan,DKI Jakarta,2019
COMP-0974,PT Sumber Lestari No. 974,Teknologi & Informasi,Sulawesi Selatan,2022
COMP-0975,PT Mega Lestari No. 975,Energi & Pertambangan,Sulawesi Selatan,2012
COMP-0976,PT Bina Persada No. 976,Infrastruktur,Sulawesi Selatan,2020
COMP-0977,PT Bina Persada No. 977,Energi & Pertambangan,Kalimantan Timur,2011
COMP-0978,PT Surya Persada No. 978,Infrastruktur,Jawa Timur,2017
COMP-0979,PT Bina Persada No. 979,Kesehatan,Sumatera Utara,2024
COMP-0980,PT Surya Jaya No. 980,Konsumer Primer,Jawa Barat,2022
COMP-0981,PT Nusantara Persada No. 981,Teknologi & Informasi,Sumatera Utara,2012
COMP-0982,PT Mega Sentosa No. 982,Teknologi & Informasi,DKI Jakarta,2015
COMP-0983,PT Bumi Jaya No. 983,Teknologi & Informasi,DKI Jakarta,2011
COMP-0984,PT Citra Sentosa No. 984,Kesehatan,Sulawesi Selatan,2016
COMP-0985,PT Utama Persada No. 985,Infrastruktur,Sumatera Utara,2022
COMP-0986,PT Bina Makmur No. 986,Teknologi & Informasi,Sulawesi Selatan,2013
COMP-0987,PT Citra Sentosa No. 987,Energi & Pertambangan,Kalimantan Timur,2018
COMP-0988,PT Indo Energi No. 988,Teknologi & Informasi,DKI Jakarta,2023
COMP-0989,PT Utama Makmur No. 989,Kesehatan,DKI Jakarta,2019
COMP-0990,PT Mega Energi No. 990,Konsumer Primer,Sumatera Utara,2018
COMP-0991,PT Citra Makmur No. 991,Energi & Pertambangan,DKI Jakarta,2016
COMP-0992,PT Nusantara Abadi No. 992,Teknologi & Informasi,Kalimantan Timur,2024
