fact_activity_id,company_id,metric_id,bulan,nilai_realisasi,status_kepatuhan,biaya_mitigasi_idr
FACT-0711,COMP-0231,METRIC-1893,2,74.03,Perlu Evaluasi,205752022
FACT-0712,COMP-1186,METRIC-1540,6,60.34,Perlu Evaluasi,482095538
FACT-0713,COMP-1252,METRIC-0569,8,91.63,Patuh,115961939
FACT-0714,COMP-1245,METRIC-0509,5,66.71,Perlu Evaluasi,182525406
FACT-0715,COMP-1097,METRIC-1564,12,108.22,Patuh,247519190
FACT-0716,COMP-0399,METRIC-2064,2,69.92,Perlu Evaluasi,368952253
FACT-0717,COMP-0095,METRIC-0525,5,64.76,Perlu Evaluasi,178595777
FACT-0718,COMP-1964,METRIC-2248,9,53.97,Perlu Evaluasi,190021980
FACT-0719,COMP-0475,METRIC-1208,6,101.79,Patuh,240738929
FACT-0720,COMP-1930,METRIC-0309,5,85.57,Patuh,321355770
FACT-0721,COMP-1779,METRIC-1840,10,57.96,Perlu Evaluasi,141591776
FACT-0722,COMP-0775,METRIC-1384,6,65.49,Perlu Evaluasi,62110831
FACT-0723,COMP-1148,METRIC-2307,12,119.91,Patuh,465366635
FACT-0724,COMP-1524,METRIC-1943,11,106.42,Patuh,25188171
FACT-0725,COMP-0621,METRIC-1181,12,74.49,Perlu Evaluasi,108982290
FACT-0726,COMP-0964,METRIC-2473,9,87.98,Patuh,493364585
FACT-0727,COMP-2143,METRIC-1045,7,79.12,Patuh,20524435
FACT-0728,COMP-1501,METRIC-1012,10,52.55,Perlu Evaluasi,150612388
FACT-0729,COMP-2081,METRIC-0350,3,104.51,Patuh,265276574
FACT-0730,COMP-1327,METRIC-0961,10,100.19,Patuh,172572130
FACT-0731,COMP-0122,METRIC-0438,10,78.62,Patuh,478812904
FACT-0732,COMP-0218,METRIC-0456,5,109.21,Patuh,423750006
FACT-0733,COMP-1077,METRIC-1570,4,87.43,Patuh,219006894
FACT-0734,COMP-1183,METRIC-1104,11,54.56,Perlu Evaluasi,200051757
FACT-0735,COMP-1695,METRIC-1476,5,68.16,Perlu Evaluasi,454354602
FACT-0736,COMP-0795,METRIC-1619,8,82.32,Patuh,121011532
FACT-0737,COMP-1625,METRIC-1513,11,57.24,Perlu Evaluasi,65088998
FACT-0738,COMP-0176,METRIC-0643,6,89.98,Patuh,461473434
FACT-0739,COMP-0292,METRIC-0392,4,58.44,Perlu Evaluasi,243996312
FACT-0740,COMP-0491,METRIC-2081,5,64.04,Perlu Evaluasi,256257153
FACT-0741,COMP-0634,METRIC-0921,11,112.58,Patuh,336607330
FACT-0742,COMP-1261,METRIC-1624,7,119.99,Patuh,309242931
FACT-0743,COMP-2173,METRIC-1946,8,88.52,Patuh,216193287
FACT-0744,COMP-1891,METRIC-2458,5,93.38,Patuh,42340376
FACT-0745,COMP-0604,METRIC-1115,2,105.82,Patuh,198107540
FACT-0746,COMP-1129,METRIC-0413,6,98.73,Patuh,41575267
FACT-0747,COMP-1066,METRIC-2347,9,62.77,Perlu Evaluasi,307659852
FACT-0748,COMP-1665,METRIC-1789,3,78.82,Patuh,111668471
FACT-0749,COMP-1484,METRIC-2121,7,87.46,Patuh,62770797
FACT-0750,COMP-0491,METRIC-0261,8,75.18,Patuh,365386888
FACT-0751,COMP-0565,METRIC-2014,6,62.33,Perlu Evaluasi,47389986
FACT-0752,COMP-0168,METRIC-1336,12,101.53,Patuh,299242733
FACT-0753,COMP-0759,METRIC-0959,3,63.92,Perlu Evaluasi,437019939
FACT-0754,COMP-1198,METRIC-1849,1,68.23,Perlu Evaluasi,388682288
FACT-0755,COMP-1905,METRIC-2039,3,70.06,Perlu Evaluasi,32317742
FACT-0756,COMP-1174,METRIC-1189,11,61.32,Perlu Evaluasi,447496813
FACT-0757,COMP-2297,METRIC-0335,6,109.47,Patuh,237557170
FACT-0758,COMP-1651,METRIC-0804,11,92.74,Patuh,432364041
FACT-0759,COMP-0180,METRIC-2438,4,108.43,Patuh,153420036
FACT-0760,COMP-0028,METRIC-0972,1,84.56,Patuh,28745950
FACT-0761,COMP-1845,METRIC-1095,6,86.37,Patuh,295880663
FACT-0762,COMP-2165,METRIC-0941,1,93.13,Patuh,137507295
FACT-0763,COMP-0262,METRIC-0903,12,75.96,Patuh,178429629
FACT-0764,COMP-0197,METRIC-1269,8,84.76,Patuh,220738480
FACT-0765,COMP-1461,METRIC-0024,3,88.28,Patuh,73227824
FACT-0766,COMP-1663,METRIC-0557,3,116.75,Patuh,279997058
FACT-0767,COMP-1434,METRIC-2451,1,111.8,Patuh,491055992
FACT-0768,COMP-0333,METRIC-1397,3,59.05,Perlu Evaluasi,423241640
FACT-0769,COMP-1182,METRIC-2489,7,52.89,Perlu Evaluasi,70383536
FACT-0770,COMP-1776,METRIC-1877,10,97.62,Patuh,492088467
FACT-0771,COMP-0079,METRIC-1758,8,53.44,Perlu Evaluasi,265463851
FACT-0772,COMP-1868,METRIC-0882,11,54.22,Perlu Evaluasi,443900375
FACT-0773,COMP-1893,METRIC-1879,8,61.15,Perlu Evaluasi,121531105
FACT-0774,COMP-0197,METRIC-1243,3,74.62,Perlu Evaluasi,47230271
FACT-0775,COMP-1784,METRIC-1242,5,80.45,Patuh,96819955
FACT-0776,COMP-0226,METRIC-2079,1,86.36,Patuh,265753327
FACT-0777,COMP-1562,METRIC-2370,9,119.46,Patuh,262439190
FACT-0778,COMP-0735,METRIC-1274,8,76.97,Patuh,358937654
FACT-0779,COMP-1363,METRIC-0566,10,66.99,Perlu Evaluasi,246720628
FACT-0780,COMP-1580,METRIC-2058,2,90.27,Patuh,233864566
FACT-0781,COMP-1620,METRIC-0678,10,65.06,Perlu Evaluasi,240185829
FACT-0782,COMP-2043,METRIC-0851,1,115.84,Patuh,77577025
FACT-0783,COMP-0220,METRIC-0285,4,68.15,Perlu Evaluasi,307356840
FACT-0784,COMP-2341,METRIC-2201,9,119.3,Patuh,426366980
FACT-0785,COMP-1228,METRIC-1553,12,79.31,Patuh,84366901
FACT-0786,COMP-1729,METRIC-0371,8,106.89,Patuh,132530617
FACT-0787,COMP-0202,METRIC-2349,3,95.38,Patuh,355399924
FACT-0788,COMP-1890,METRIC-1841,10,115.34,Patuh,317219313
FACT-0789,COMP-2080,METRIC-1879,12,93.78,Patuh,359480412
FACT-0790,COMP-1714,METRIC-2194,6,90.69,Patuh,476917161
FACT-0791,COMP-0753,METRIC-1611,12,95.7,Patuh,429984886
FACT-0792,COMP-1017,METRIC-0141,9,105.05,Patuh,116766249
FACT-0793,COMP-0115,METRIC-2132,10,112.92,Patuh,264503420
FACT-0794,COMP-1246,METRIC-1130,8,68.68,Perlu Evaluasi,220999921
FACT-0795,COMP-2230,METRIC-1628,10,64.06,Perlu Evaluasi,155484367
FACT-0796,COMP-0469,METRIC-1379,5,52.4,Perlu Evaluasi,173099030
FACT-0797,COMP-0426,METRIC-2069,12,75.91,Patuh,166453533
FACT-0798,COMP-1576,METRIC-1245,12,109.23,Patuh,218992389
FACT-0799,COMP-1866,METRIC-1111,9,54.89,Perlu Evaluasi,401972331
FACT-0800,COMP-0834,METRIC-1716,9,87.7,Patuh,242436283
FACT-0801,COMP-2029,METRIC-0453,3,98.64,Patuh,207592227
FACT-0802,COMP-0011,METRIC-0342,12,108.58,Patuh,434061203
FACT-0803,COMP-1409,METRIC-0393,8,90.84,Patuh,149141583
FACT-0804,COMP-2090,METRIC-1376,4,63.04,Perlu Evaluasi,181093813
FACT-0805,COMP-1726,METRIC-1270,10,117.52,Patuh,201687641
FACT-0806,COMP-2171,METRIC-1710,7,56.63,Perlu Evaluasi,344455733
FACT-0807,COMP-2300,METRIC-0971,10,103.83,Patuh,18918090
FACT-0808,COMP-0973,METRIC-1607,8,56.06,Perlu Evaluasi,90414340
FACT-0809,COMP-0604,METRIC-2206,7,60.04,Perlu Evaluasi,251579070
FACT-0810,COMP-0213,METRIC-0699,5,112.88,Patuh,28393136
FACT-0811,COMP-2316,METRIC-0166,11,102.72,Patuh,98579050
FACT-0812,COMP-0540,METRIC-2082,1,75.59,Patuh,216846701
FACT-0813,COMP-0706,METRIC-0255,12,94.71,Patuh,432223203
FACT-0814,COMP-1759,METRIC-0302,8,82.01,Patuh,432857089
FACT-0815,COMP-1685,METRIC-2268,5,54.66,Perlu Evaluasi,398227064
FACT-0816,COMP-1159,METRIC-0935,3,100.48,Patuh,375400773
FACT-0817,COMP-0498,METRIC-1506,2,103.43,Patuh,83754109
FACT-0818,COMP-0782,METRIC-1257,3,111.76,Patuh,351992922
FACT-0819,COMP-1910,METRIC-0953,9,87.84,Patuh,204938556
FACT-0820,COMP-0126,METRIC-2263,2,97.12,Patuh,259259554
FACT-0821,COMP-1527,METRIC-0245,10,80.66,Patuh,385138764
FACT-0822,COMP-0841,METRIC-2068,1,72.32,Perlu Evaluasi,478496779
FACT-0823,COMP-0983,METRIC-0210,2,78.82,Patuh,124449361
FACT-0824,COMP-1342,METRIC-0426,2,113.82,Patuh,265235941
FACT-0825,COMP-0012,METRIC-0981,12,61.49,Perlu Evaluasi,311757737
FACT-0826,COMP-1501,METRIC-2120,11,67.39,Perlu Evaluasi,432083653
FACT-0827,COMP-1318,METRIC-0178,5,92.43,Patuh,407467581
FACT-0828,COMP-1464,METRIC-1547,1,58.14,Perlu Evaluasi,324306971
FACT-0829,COMP-1831,METRIC-1899,12,112.43,Patuh,76628187
FACT-0830,COMP-0516,METRIC-2035,10,53.31,Perlu Evaluasi,294089496
FACT-0831,COMP-2364,METRIC-0299,8,102.87,Patuh,61988548
FACT-0832,COMP-1704,METRIC-2314,2,76.16,Patuh,177307514
FACT-0833,COMP-1148,METRIC-0275,6,53.58,Perlu Evaluasi,444918158
FACT-0834,COMP-2362,METRIC-1729,5,109.0,Patuh,482059819
FACT-0835,COMP-1549,METRIC-1847,2,94.83,Patuh,236939656
FACT-0836,COMP-2087,METRIC-1795,10,50.62,Perlu Evaluasi,31102956
FACT-0837,COMP-2301,METRIC-0053,12,68.73,Perlu Evaluasi,129024303
FACT-0838,COMP-2351,METRIC-1846,1,74.64,Perlu Evaluasi,384737140
FACT-0839,COMP-0979,METRIC-1424,6,72.58,Perlu Evaluasi,36914113
FACT-0840,COMP-2306,METRIC-1438,6,84.88,Patuh,298874224
FACT-0841,COMP-2007,METRIC-1628,3,86.88,Patuh,46834824
FACT-0842,COMP-1847,METRIC-1948,8,77.77,Patuh,123555353
FACT-0843,COMP-0224,METRIC-0489,9,73.22,Perlu Evaluasi,105374358
FACT-0844,COMP-2140,METRIC-2355,3,85.31,Patuh,114653234
FACT-0845,COMP-0280,METRIC-0417,9,52.35,Perlu Evaluasi,335004699
FACT-0846,COMP-1194,METRIC-0921,8,95.16,Patuh,281787653
FACT-0847,COMP-1820,METRIC-1554,5,92.42,Patuh,333672569
FACT-0848,COMP-1758,METRIC-0666,6,69.55,Perlu Evaluasi,145519811
FACT-0849,COMP-2046,METRIC-0006,12,62.57,Perlu Evaluasi,485934173
FACT-0850,COMP-0248,METRIC-2470,12,55.11,Perlu Evaluasi,139830776
FACT-0851,COMP-1385,METRIC-1475,12,91.11,Patuh,223237102
FACT-0852,COMP-1373,METRIC-2438,1,89.82,Patuh,474482513
FACT-0853,COMP-2126,METRIC-2382,5,87.33,Patuh,163121821
FACT-0854,COMP-0045,METRIC-1472,10,118.99,Patuh,114697114
FACT-0855,COMP-2086,METRIC-0338,10,87.21,Patuh,349767211
FACT-0856,COMP-0416,METRIC-0269,12,100.53,Patuh,490775838
FACT-0857,COMP-2293,METRIC-2113,7,57.9,Perlu Evaluasi,407373035
FACT-0858,COMP-2371,METRIC-1088,1,70.93,Perlu Evaluasi,183212659
FACT-0859,COMP-1276,METRIC-1294,10,69.28,Perlu Evaluasi,26833520
FACT-0860,COMP-1085,METRIC-0657,9,90.32,Patuh,277283750
FACT-0861,COMP-1143,METRIC-1401,7,73.16,Perlu Evaluasi,54467421
FACT-0862,COMP-0087,METRIC-1869,4,94.87,Patuh,225494131
FACT-0863,COMP-2128,METRIC-2377,11,98.31,Patuh,486157796
FACT-0864,COMP-0228,METRIC-1657,4,52.36,Perlu Evaluasi,433212414
FACT-0865,COMP-1839,METRIC-0862,11,94.78,Patuh,394797771
FACT-0866,COMP-0623,METRIC-2469,10,58.18,Perlu Evaluasi,18498768
FACT-0867,COMP-1607,METRIC-1337,7,82.56,Patuh,377368801
FACT-0868,COMP-0485,METRIC-2357,6,100.86,Patuh,50466139
FACT-0869,COMP-0025,METRIC-1668,3,99.23,Patuh,288258883
FACT-0870,COMP-1815,METRIC-1826,9,70.99,Perlu Evaluasi,254159649
FACT-0871,COMP-1226,METRIC-1213,6,69.07,Perlu Evaluasi,57160941
FACT-0872,COMP-1249,METRIC-1066,11,80.82,Patuh,187125453
FACT-0873,COMP-0779,METRIC-0320,2,63.21,Perlu Evaluasi,437767615
FACT-0874,COMP-0931,METRIC-1681,10,118.23,Patuh,285649612
FACT-0875,COMP-1603,METRIC-0445,12,74.14,Perlu Evaluasi,444842416
FACT-0876,COMP-1583,METRIC-1398,2,114.61,Patuh,279887737
FACT-0877,COMP-0753,METRIC-0286,1,113.58,Patuh,88121072
FACT-0878,COMP-1714,METRIC-2219,11,75.54,Patuh,73422517
FACT-0879,COMP-1101,METRIC-2311,5,67.79,Perlu Evaluasi,493954673
FACT-0880,COMP-0426,METRIC-1828,10,103.96,Patuh,374355458
FACT-0881,COMP-0660,METRIC-2190,6,66.06,Perlu Evaluasi,245413519
FACT-0882,COMP-1518,METRIC-1464,3,86.49,Patuh,417841906
FACT-0883,COMP-0547,METRIC-0593,4,57.75,Perlu Evaluasi,204101605
FACT-0884,COMP-1101,METRIC-0416,5,77.02,Patuh,257598518
FACT-0885,COMP-2103,METRIC-2073,4,55.47,Perlu Evaluasi,342272985
FACT-0886,COMP-1497,METRIC-0094,9,69.84,Perlu Evaluasi,234601413
FACT-0887,COMP-1463,METRIC-2353,12,96.57,Patuh,330284753
FACT-0888,COMP-1736,METRIC-2233,3,119.39,Patuh,283377320
FACT-0889,COMP-1772,METRIC-2331,5,67.84,Perlu Evaluasi,290481713
FACT-0890,COMP-2362,METRIC-1179,7,83.13,Patuh,421055045
FACT-0891,COMP-1344,METRIC-0686,12,81.36,Patuh,473456488
FACT-0892,COMP-2268,METRIC-0863,12,62.89,Perlu Evaluasi,226819320
FACT-0893,COMP-1395,METRIC-0685,7,92.7,Patuh,167110769
FACT-0894,COMP-1240,METRIC-1038,6,100.73,Patuh,27232239
FACT-0895,COMP-0049,METRIC-0341,9,60.31,Perlu Evaluasi,284258007
FACT-0896,COMP-1821,METRIC-0604,7,103.0,Patuh,437475094
FACT-0897,COMP-2166,METRIC-1807,11,99.01,Patuh,158405868
FACT-0898,COMP-2130,METRIC-0734,4,63.81,Perlu Evaluasi,376015082
FACT-0899,COMP-1747,METRIC-1497,11,95.43,Patuh,152730119
FACT-0900,COMP-0496,METRIC-1132,10,77.56,Patuh,463314361
FACT-0901,COMP-0634,METRIC-1355,9,97.68,Patuh,289473911
FACT-0902,COMP-0602,METRIC-0540,6,84.73,Patuh,257177349
FACT-0903,COMP-0176,METRIC-2487,1,53.37,Perlu Evaluasi,227418656
FACT-0904,COMP-0639,METRIC-1733,9,105.09,Patuh,284614636
FACT-0905,COMP-0297,METRIC-1736,11,88.89,Patuh,155972294
FACT-0906,COMP-1284,METRIC-2432,7,100.74,Patuh,236461353
FACT-0907,COMP-1875,METRIC-2208,6,58.83,Perlu Evaluasi,113634821
FACT-0908,COMP-0475,METRIC-2480,6,100.49,Patuh,435994860
FACT-0909,COMP-1647,METRIC-1420,4,78.96,Patuh,322214628
FACT-0910,COMP-1959,METRIC-1990,4,105.95,Patuh,66772308
FACT-0911,COMP-1061,METRIC-0615,11,91.94,Patuh,404114585
FACT-0912,COMP-1789,METRIC-0488,3,74.84,Perlu Evaluasi,271453838
FACT-0913,COMP-0025,METRIC-1213,8,64.13,Perlu Evaluasi,96150123
FACT-0914,COMP-0349,METRIC-1442,8,107.11,Patuh,224113845
FACT-0915,COMP-0637,METRIC-2391,2,89.21,Patuh,67523933
FACT-0916,COMP-0227,METRIC-1385,5,119.12,Patuh,147560127
FACT-0917,COMP-1372,METRIC-2157,9,76.14,Patuh,121429703
FACT-0918,COMP-0038,METRIC-0849,12,98.0,Patuh,328811844
FACT-0919,COMP-1407,METRIC-0301,9,93.6,Patuh,370400967
FACT-0920,COMP-2284,METRIC-1392,7,94.63,Patuh,457300932
FACT-0921,COMP-1205,METRIC-1340,4,101.59,Patuh,386913737
FACT-0922,COMP-2162,METRIC-0705,4,59.74,Perlu Evaluasi,83153614
FACT-0923,COMP-2354,METRIC-0269,10,88.48,Patuh,482215077
FACT-0924,COMP-2180,METRIC-1525,11,85.64,Patuh,214087415
FACT-0925,COMP-0348,METRIC-0478,7,73.98,Perlu Evaluasi,198410033
FACT-0926,COMP-1204,METRIC-0176,3,80.53,Patuh,113953782
FACT-0927,COMP-2463,METRIC-0239,3,86.32,Patuh,431360322
FACT-0928,COMP-0983,METRIC-1969,5,72.46,Perlu Evaluasi,491281384
FACT-0929,COMP-0732,METRIC-0610,11,70.52,Perlu Evaluasi,61967433
FACT-0930,COMP-2433,METRIC-1788,6,101.68,Patuh,93504326
FACT-0931,COMP-1067,METRIC-0492,8,54.68,Perlu Evaluasi,145384830
FACT-0932,COMP-1504,METRIC-2147,1,71.91,Perlu Evaluasi,154623538
FACT-0933,COMP-1142,METRIC-0329,7,95.76,Patuh,217232382
FACT-0934,COMP-1595,METRIC-0445,8,64.61,Perlu Evaluasi,470516503
FACT-0935,COMP-2109,METRIC-1690,5,90.06,Patuh,32698201
FACT-0936,COMP-1810,METRIC-0998,12,71.15,Perlu Evaluasi,159688673
FACT-0937,COMP-2236,METRIC-2343,10,109.03,Patuh,125425465
FACT-0938,COMP-0453,METRIC-0442,2,74.5,Perlu Evaluasi,452363143
FACT-0939,COMP-2235,METRIC-0795,4,66.07,Perlu Evaluasi,358463334
FACT-0940,COMP-1764,METRIC-1832,6,87.11,Patuh,42533755
FACT-0941,COMP-0164,METRIC-0891,9,59.5,Perlu Evaluasi,300520068
FACT-0942,COMP-1448,METRIC-2079,2,105.82,Patuh,84413731
FACT-0943,COMP-0102,METRIC-1155,4,97.6,Patuh,426756906
FACT-0944,COMP-1453,METRIC-1752,10,103.94,Patuh,281669465
FACT-0945,COMP-0691,METRIC-2486,5,77.92,Patuh,159695035
FACT-0946,COMP-1451,METRIC-1350,8,108.45,Patuh,216479741
FACT-0947,COMP-1967,METRIC-2334,8,84.55,Patuh,444479648
FACT-0948,COMP-0536,METRIC-0291,2,56.63,Perlu Evaluasi,68812732
FACT-0949,COMP-2026,METRIC-0368,6,65.68,Perlu Evaluasi,103415075
FACT-0950,COMP-1701,METRIC-0486,6,99.77,Patuh,363576309
FACT-0951,COMP-1464,METRIC-0168,5,112.75,Patuh,23443173
FACT-0952,COMP-1630,METRIC-1885,8,56.66,Perlu Evaluasi,301316401
FACT-0953,COMP-1879,METRIC-1791,10,110.5,Patuh,280278784
FACT-0954,COMP-0124,METRIC-0078,2,105.93,Patuh,213090851
FACT-0955,COMP-2397,METRIC-1109,2,74.96,Perlu Evaluasi,447458467
FACT-0956,COMP-0249,METRIC-0892,7,98.25,Patuh,21545073
FACT-0957,COMP-1972,METRIC-0661,9,63.09,Perlu Evaluasi,335979351
FACT-0958,COMP-1295,METRIC-1225,3,106.94,Patuh,422272602
FACT-0959,COMP-1453,METRIC-0589,7,96.01,Patuh,423781777
FACT-0960,COMP-1594,METRIC-0565,3,80.72,Patuh,349806449
FACT-0961,COMP-0713,METRIC-0302,12,110.52,Patuh,148655278
FACT-0962,COMP-0247,METRIC-2341,6,59.75,Perlu Evaluasi,109721457
FACT-0963,COMP-0481,METRIC-0294,3,109.2,Patuh,90882638
FACT-0964,COMP-2146,METRIC-0109,1,51.67,Perlu Evaluasi,383179728
FACT-0965,COMP-2377,METRIC-2413,6,102.72,Patuh,377568988
FACT-0966,COMP-1449,METRIC-1518,11,90.14,Patuh,188861892
FACT-0967,COMP-1029,METRIC-2141,3,98.77,Patuh,393763786
FACT-0968,COMP-2014,METRIC-1709,1,78.86,Patuh,163120271
FACT-0969,COMP-0459,METRIC-0428,5,110.51,Patuh,397625203
FACT-0970,COMP-0593,METRIC-0638,8,71.92,Perlu Evaluasi,42943329
FACT-0971,COMP-0498,METRIC-2416,8,69.25,Perlu Evaluasi,118375952
FACT-0972,COMP-2135,METRIC-0105,8,71.12,Perlu Evaluasi,195011552
FACT-0973,COMP-2450,METRIC-2257,3,104.21,Patuh,476888497
FACT-0974,COMP-1317,METRIC-1085,8,84.67,Patuh,292289776
FACT-0975,COMP-0197,METRIC-0012,4,87.6,Patuh,20315960
FACT-0976,COMP-0027,METRIC-0649,8,108.22,Patuh,96205406
FACT-0977,COMP-1718,METRIC-0875,3,108.34,Patuh,70334673
FACT-0978,COMP-2183,METRIC-2434,3,61.32,Perlu Evaluasi,367877170
FACT-0979,COMP-1114,METRIC-0884,1,88.48,Patuh,397445213
FACT-0980,COMP-2254,METRIC-0555,8,58.82,Perlu Evaluasi,402474476
FACT-0981,COMP-1439,METRIC-1460,8,110.8,Patuh,438128695
FACT-0982,COMP-0603,METRIC-1344,9,108.59,Patuh,211179158
FACT-0983,COMP-1092,METRIC-1895,6,109.45,Patuh,244948926
FACT-0984,COMP-0362,METRIC-0989,12,99.34,Patuh,272675391
FACT-0985,COMP-1284,METRIC-1580,2,82.68,Patuh,348481509
FACT-0986,COMP-1087,METRIC-0353,1,78.33,Patuh,376354092
FACT-0987,COMP-2016,METRIC-1507,8,77.67,Patuh,201765009
FACT-0988,COMP-0972,METRIC-2030,10,54.63,Perlu Evaluasi,120012575
FACT-0989,COMP-1716,METRIC-1847,4,116.42,Patuh,198077469
FACT-0990,COMP-1647,METRIC-2391,11,81.52,Patuh,237757404
FACT-0991,COMP-1727,METRIC-2384,11,115.11,Patuh,494496355
FACT-0992,COMP-0908,METRIC-2072,7,111.55,Patuh,257084488
FACT-0993,COMP-0246,METRIC-0885,10,108.0,Patuh,199526358
FACT-0994,COMP-2326,METRIC-1466,12,91.18,Patuh,422216258
FACT-0995,COMP-0347,METRIC-2152,4,57.11,Perlu Evaluasi,497934357
FACT-0996,COMP-1961,METRIC-0574,1,72.67,Perlu Evaluasi,202280055
FACT-0997,COMP-0372,METRIC-1689,8,92.25,Patuh,215208887
FACT-0998,COMP-0809,METRIC-0775,10,50.94,Perlu Evaluasi,49756007
FACT-0999,COMP-2171,METRIC-0243,9,52.98,Perlu Evaluasi,394916012
FACT-1000,COMP-0160,METRIC-2390,10,97.44,Patuh,314321527
FACT-1001,COMP-1151,METRIC-0865,9,112.17,Patuh,272581881
FACT-1002,COMP-1335,METRIC-2221,9,109.86,Patuh,228306014
FACT-1003,COMP-0518,METRIC-1440,12,61.77,Perlu Evaluasi,422010261
FACT-1004,COMP-1289,METRIC-2151,12,113.79,Patuh,383123402
FACT-1005,COMP-0746,METRIC-2208,11,98.74,Patuh,58222014
FACT-1006,COMP-2336,METRIC-0714,11,100.14,Patuh,29674473
FACT-1007,COMP-0420,METRIC-0576,12,71.28,Perlu Evaluasi,49706666
FACT-1008,COMP-1552,METRIC-2244,4,100.12,Patuh,151450178
FACT-1009,COMP-0140,METRIC-0989,9,99.68,Patuh,450774136
FACT-1010,COMP-1833,METRIC-1415,11,91.63,Patuh,414877133
FACT-1011,COMP-0707,METRIC-0070,4,75.01,Patuh,443016429
FACT-1012,COMP-0698,METRIC-0843,2,106.77,Patuh,79081661
FACT-1013,COMP-0475,METRIC-2295,10,115.63,Patuh,434064187
FACT-1014,COMP-1661,METRIC-2377,3,110.89,Patuh,287319547
FACT-1015,COMP-1902,METRIC-2206,2,67.01,Perlu Evaluasi,212888926
FACT-1016,COMP-2437,METRIC-0918,1,81.2,Patuh,215637731
FACT-1017,COMP-0511,METRIC-0743,11,73.97,Perlu Evaluasi,226739807
FACT-1018,COMP-0538,METRIC-0055,6,99.52,Patuh,403945342
FACT-1019,COMP-2261,METRIC-1838,4,108.2,Patuh,382594048
FACT-1020,COMP-1537,METRIC-1377,7,65.11,Perlu Evaluasi,314898241
FACT-1021,COMP-1289,METRIC-0410,7,116.31,Patuh,61019653
FACT-1022,COMP-1367,METRIC-1039,10,97.41,Patuh,328793917
FACT-1023,COMP-1062,METRIC-0147,1,65.29,Perlu Evaluasi,177237100
FACT-1024,COMP-0233,METRIC-1514,12,75.98,Patuh,267233677
FACT-1025,COMP-2308,METRIC-1680,9,57.32,Perlu Evaluasi,187894171
FACT-1026,COMP-0308,METRIC-1049,8,91.79,Patuh,24888992
FACT-1027,COMP-0403,METRIC-1715,10,61.84,Perlu Evaluasi,437764027
FACT-1028,COMP-0997,METRIC-2381,1,98.52,Patuh,165875800
FACT-1029,COMP-1285,METRIC-1198,8,101.61,Patuh,440162791
FACT-1030,COMP-1500,METRIC-1799,5,83.55,Patuh,286332497
FACT-1031,COMP-0750,METRIC-2338,1,56.57,Perlu Evaluasi,42650413
FACT-1032,COMP-1130,METRIC-0027,4,92.76,Patuh,186826785
FACT-1033,COMP-0304,METRIC-1125,7,76.05,Patuh,417821367
FACT-1034,COMP-2391,METRIC-2436,12,116.48,Patuh,469320139
FACT-1035,COMP-1471,METRIC-1091,5,85.92,Patuh,367905178
FACT-1036,COMP-1062,METRIC-0250,11,55.06,Perlu Evaluasi,470446039
FACT-1037,COMP-0855,METRIC-0142,3,94.52,Patuh,229721248
FACT-1038,COMP-1070,METRIC-0267,12,104.55,Patuh,342263476
FACT-1039,COMP-1746,METRIC-0215,11,61.24,Perlu Evaluasi,263387534
FACT-1040,COMP-1629,METRIC-0489,4,81.43,Patuh,190190186
FACT-1041,COMP-2304,METRIC-0496,2,102.02,Patuh,75292127
FACT-1042,COMP-2185,METRIC-0480,8,51.43,Perlu Evaluasi,432633905
FACT-1043,COMP-1255,METRIC-0001,12,52.03,Perlu Evaluasi,175387792
FACT-1044,COMP-0818,METRIC-1904,2,97.38,Patuh,209743266
FACT-1045,COMP-1738,METRIC-0841,11,100.76,Patuh,243071852
FACT-1046,COMP-0973,METRIC-2428,6,109.21,Patuh,352364002
FACT-1047,COMP-0038,METRIC-0844,7,77.97,Patuh,397374092
FACT-1048,COMP-1179,METRIC-1886,7,77.28,Patuh,135542591
FACT-1049,COMP-0105,METRIC-2350,1,88.67,Patuh,79048008
FACT-1050,COMP-0255,METRIC-0650,8,103.01,Patuh,156192457
FACT-1051,COMP-1982,METRIC-1441,9,94.87,Patuh,188495872
FACT-1052,COMP-0591,METRIC-1894,7,72.91,Perlu Evaluasi,339312506
FACT-1053,COMP-0525,METRIC-1302,8,74.26,Perlu Evaluasi,491032609
FACT-1054,COMP-0370,METRIC-2387,4,103.41,Patuh,98806904
FACT-1055,COMP-0102,METRIC-1483,12,87.43,Patuh,130929837
FACT-1056,COMP-0664,METRIC-1726,8,56.86,Perlu Evaluasi,43861924
FACT-1057,COMP-0690,METRIC-1355,3,60.71,Perlu Evaluasi,383933848
FACT-1058,COMP-1927,METRIC-1294,1,109.58,Patuh,42778517
FACT-1059,COMP-1536,METRIC-1196,8,119.92,Patuh,192532169
FACT-1060,COMP-2437,METRIC-0404,11,73.5,Perlu Evaluasi,371977625
FACT-1061,COMP-2411,METRIC-1492,12,77.07,Patuh,124598610
FACT-1062,COMP-2029,METRIC-2295,6,60.81,Perlu Evaluasi,407865511
FACT-1063,COMP-0931,METRIC-1547,9,66.5,Perlu Evaluasi,340133420
FACT-1064,COMP-1857,METRIC-1853,3,79.72,Patuh,476274600
FACT-1065,COMP-1990,METRIC-0111,8,69.91,Perlu Evaluasi,275244657
FACT-1066,COMP-2391,METRIC-0813,9,99.1,Patuh,117113091
