fact_score_id,company_id,tahun_evaluasi,skor_environmental,skor_social,skor_governance,total_skor_esg,peringkat_esg
FSC-0937,COMP-1540,2023,84,62,60,68.67,BBB
FSC-0938,COMP-1900,2025,58,80,89,75.67,A
FSC-0939,COMP-0862,2025,88,68,77,77.67,A
FSC-0940,COMP-1848,2025,86,78,67,77.0,A
FSC-0941,COMP-2241,2024,59,83,85,75.67,A
FSC-0942,COMP-0515,2026,61,58,99,72.67,A
FSC-0943,COMP-0968,2022,57,72,74,67.67,BBB
FSC-0944,COMP-1592,2024,52,68,78,66.0,BBB
FSC-0945,COMP-0084,2023,68,81,69,72.67,A
FSC-0946,COMP-0798,2023,60,95,83,79.33,A
FSC-0947,COMP-2128,2025,57,57,75,63.0,BBB
FSC-0948,COMP-1602,2022,75,84,90,83.0,AA
FSC-0949,COMP-0522,2025,94,90,75,86.33,AA
FSC-0950,COMP-1223,2023,72,77,75,74.67,A
FSC-0951,COMP-1595,2023,59,72,87,72.67,A
FSC-0952,COMP-0234,2026,67,94,79,80.0,AA
FSC-0953,COMP-1843,2026,61,64,94,73.0,A
FSC-0954,COMP-2292,2026,88,66,68,74.0,A
FSC-0955,COMP-1417,2025,75,95,99,89.67,AA
FSC-0956,COMP-1590,2022,60,62,69,63.67,BBB
FSC-0957,COMP-1470,2026,59,86,77,74.0,A
FSC-0958,COMP-0393,2024,52,71,74,65.67,BBB
FSC-0959,COMP-0009,2026,56,95,89,80.0,AA
FSC-0960,COMP-0613,2025,53,99,91,81.0,AA
FSC-0961,COMP-1944,2022,89,68,99,85.33,AA
FSC-0962,COMP-0715,2026,57,91,86,78.0,A
FSC-0963,COMP-1928,2022,87,63,86,78.67,A
FSC-0964,COMP-0110,2024,62,80,78,73.33,A
FSC-0965,COMP-0834,2023,61,78,69,69.33,BBB
FSC-0966,COMP-0266,2022,84,77,65,75.33,A
FSC-0967,COMP-1397,2026,87,85,83,85.0,AA
FSC-0968,COMP-2032,2025,92,93,68,84.33,AA
FSC-0969,COMP-0976,2025,85,98,86,89.67,AA
FSC-0970,COMP-1619,2025,96,56,66,72.67,A
FSC-0971,COMP-0955,2025,51,72,65,62.67,BBB
FSC-0972,COMP-1670,2022,64,70,92,75.33,A
FSC-0973,COMP-1350,2025,98,83,80,87.0,AA
FSC-0974,COMP-1575,2023,83,65,97,81.67,AA
FSC-0975,COMP-2224,2024,88,56,76,73.33,A
FSC-0976,COMP-1059,2022,75,68,90,77.67,A
FSC-0977,COMP-1958,2022,97,58,96,83.67,AA
FSC-0978,COMP-0849,2025,54,93,70,72.33,A
FSC-0979,COMP-0963,2025,97,88,87,90.67,AAA
FSC-0980,COMP-1826,2022,74,93,64,77.0,A
FSC-0981,COMP-2322,2025,83,63,71,72.33,A
FSC-0982,COMP-2102,2025,96,94,62,84.0,AA
FSC-0983,COMP-0888,2025,53,95,97,81.67,AA
FSC-0984,COMP-0745,2025,83,61,61,68.33,BBB
FSC-0985,COMP-2325,2025,76,71,85,77.33,A
FSC-0986,COMP-1442,2026,91,77,61,76.33,A
FSC-0987,COMP-1249,2026,78,99,71,82.67,AA
FSC-0988,COMP-0176,2026,54,65,99,72.67,A
FSC-0989,COMP-0566,2022,67,76,61,68.0,BBB
FSC-0990,COMP-1688,2024,53,72,75,66.67,BBB
FSC-0991,COMP-1409,2022,50,82,89,73.67,A
FSC-0992,COMP-0262,2026,99,70,95,88.0,AA
FSC-0993,COMP-0531,2022,69,96,63,76.0,A
FSC-0994,COMP-1878,2024,55,58,70,61.0,BBB
FSC-0995,COMP-1395,2025,69,90,83,80.67,AA
FSC-0996,COMP-1707,2023,69,76,77,74.0,A
FSC-0997,COMP-1221,2026,95,65,86,82.0,AA
FSC-0998,COMP-0948,2026,76,75,96,82.33,AA
FSC-0999,COMP-0585,2024,75,94,61,76.67,A
FSC-1000,COMP-1621,2025,81,95,74,83.33,AA
FSC-1001,COMP-2350,2025,59,70,70,66.33,BBB
FSC-1002,COMP-1156,2023,67,96,86,83.0,AA
FSC-1003,COMP-1752,2025,90,63,82,78.33,A
FSC-1004,COMP-2082,2024,61,89,94,81.33,AA
FSC-1005,COMP-0532,2025,59,88,89,78.67,A
FSC-1006,COMP-1232,2024,73,63,83,73.0,A
FSC-1007,COMP-1994,2026,73,67,78,72.67,A
FSC-1008,COMP-1698,2026,87,60,88,78.33,A
FSC-1009,COMP-1546,2026,95,58,72,75.0,A
FSC-1010,COMP-1438,2022,74,82,82,79.33,A
FSC-1011,COMP-0371,2026,57,65,71,64.33,BBB
FSC-1012,COMP-0409,2024,63,88,88,79.67,A
FSC-1013,COMP-1407,2023,92,89,65,82.0,AA
FSC-1014,COMP-1902,2025,80,59,82,73.67,A
FSC-1015,COMP-1471,2026,73,93,90,85.33,AA
FSC-1016,COMP-0617,2022,65,65,80,70.0,A
FSC-1017,COMP-0071,2022,69,66,83,72.67,A
FSC-1018,COMP-0084,2024,87,97,67,83.67,AA
FSC-1019,COMP-2257,2023,96,73,68,79.0,A
FSC-1020,COMP-0259,2026,64,67,81,70.67,A
FSC-1021,COMP-1326,2026,63,58,63,61.33,BBB
FSC-1022,COMP-0932,2022,61,68,72,67.0,BBB
FSC-1023,COMP-2330,2024,83,98,93,91.33,AAA
FSC-1024,COMP-0394,2022,57,56,62,58.33,BB
FSC-1025,COMP-2466,2022,68,62,96,75.33,A
FSC-1026,COMP-1335,2023,95,76,87,86.0,AA
FSC-1027,COMP-1930,2024,54,67,85,68.67,BBB
FSC-1028,COMP-1721,2023,76,75,93,81.33,AA
FSC-1029,COMP-0626,2024,90,75,74,79.67,A
FSC-1030,COMP-1893,2026,62,82,67,70.33,A
FSC-1031,COMP-1837,2025,81,87,94,87.33,AA
FSC-1032,COMP-0562,2025,80,83,83,82.0,AA
FSC-1033,COMP-1794,2024,90,91,96,92.33,AAA
FSC-1034,COMP-0941,2025,95,76,63,78.0,A
FSC-1035,COMP-2110,2022,86,80,71,79.0,A
FSC-1036,COMP-1166,2026,51,65,78,64.67,BBB
FSC-1037,COMP-1866,2026,56,65,74,65.0,BBB
FSC-1038,COMP-1892,2025,97,99,89,95.0,AAA
FSC-1039,COMP-1640,2024,60,88,96,81.33,AA
FSC-1040,COMP-1551,2022,60,73,71,68.0,BBB
FSC-1041,COMP-0782,2024,72,91,78,80.33,AA
FSC-1042,COMP-1695,2025,80,68,93,80.33,AA
FSC-1043,COMP-0597,2026,93,83,66,80.67,AA
FSC-1044,COMP-2057,2026,94,73,87,84.67,AA
FSC-1045,COMP-2324,2024,57,91,87,78.33,A
FSC-1046,COMP-2275,2023,81,75,88,81.33,AA
FSC-1047,COMP-2234,2024,97,78,96,90.33,AAA
FSC-1048,COMP-2481,2023,70,80,79,76.33,A
FSC-1049,COMP-0356,2024,80,95,70,81.67,AA
FSC-1050,COMP-2041,2023,50,66,98,71.33,A
FSC-1051,COMP-0392,2023,62,73,82,72.33,A
FSC-1052,COMP-0579,2023,60,84,79,74.33,A
FSC-1053,COMP-1641,2023,78,69,79,75.33,A
FSC-1054,COMP-2468,2022,53,57,70,60.0,BBB
FSC-1055,COMP-2009,2023,85,67,61,71.0,A
FSC-1056,COMP-1724,2023,64,63,72,66.33,BBB
FSC-1057,COMP-0164,2026,52,67,72,63.67,BBB
FSC-1058,COMP-0638,2022,78,70,74,74.0,A
FSC-1059,COMP-2065,2023,70,68,90,76.0,A
FSC-1060,COMP-2494,2025,51,62,82,65.0,BBB
FSC-1061,COMP-0170,2022,55,73,81,69.67,BBB
FSC-1062,COMP-0340,2026,80,86,75,80.33,AA
FSC-1063,COMP-0726,2024,73,89,88,83.33,AA
FSC-1064,COMP-1934,2026,89,77,79,81.67,AA
FSC-1065,COMP-1035,2026,66,75,87,76.0,A
FSC-1066,COMP-1646,2022,54,72,86,70.67,A
FSC-1067,COMP-0133,2022,51,68,88,69.0,BBB
FSC-1068,COMP-0823,2025,61,70,64,65.0,BBB
FSC-1069,COMP-0954,2025,54,78,97,76.33,A
FSC-1070,COMP-2127,2022,91,86,97,91.33,AAA
FSC-1071,COMP-0346,2022,90,65,61,72.0,A
FSC-1072,COMP-0609,2022,69,99,79,82.33,AA
FSC-1073,COMP-0639,2024,57,65,72,64.67,BBB
FSC-1074,COMP-1048,2026,50,58,85,64.33,BBB
FSC-1075,COMP-1495,2025,55,80,94,76.33,A
FSC-1076,COMP-1225,2025,60,59,67,62.0,BBB
FSC-1077,COMP-2179,2023,52,90,87,76.33,A
FSC-1078,COMP-2404,2024,80,87,74,80.33,AA
FSC-1079,COMP-0150,2022,77,68,67,70.67,A
FSC-1080,COMP-1550,2022,96,86,70,84.0,AA
FSC-1081,COMP-1328,2024,92,61,88,80.33,AA
FSC-1082,COMP-1565,2025,54,64,64,60.67,BBB
FSC-1083,COMP-0050,2022,75,56,66,65.67,BBB
FSC-1084,COMP-1506,2023,65,64,77,68.67,BBB
FSC-1085,COMP-0335,2025,80,89,87,85.33,AA
FSC-1086,COMP-1376,2026,77,75,71,74.33,A
FSC-1087,COMP-0668,2024,56,94,71,73.67,A
FSC-1088,COMP-1673,2025,87,96,95,92.67,AAA
FSC-1089,COMP-2375,2026,58,62,88,69.33,BBB
FSC-1090,COMP-1016,2023,88,72,70,76.67,A
FSC-1091,COMP-0336,2024,84,63,65,70.67,A
FSC-1092,COMP-0666,2022,92,95,80,89.0,AA
FSC-1093,COMP-0081,2022,76,84,69,76.33,A
FSC-1094,COMP-2135,2026,61,58,91,70.0,A
FSC-1095,COMP-1800,2025,74,89,92,85.0,AA
FSC-1096,COMP-0258,2023,92,68,76,78.67,A
FSC-1097,COMP-0991,2026,78,68,62,69.33,BBB
FSC-1098,COMP-0185,2023,80,91,77,82.67,AA
FSC-1099,COMP-1716,2023,83,74,69,75.33,A
FSC-1100,COMP-0123,2023,82,83,98,87.67,AA
FSC-1101,COMP-0605,2024,76,77,67,73.33,A
FSC-1102,COMP-0904,2026,51,75,93,73.0,A
FSC-1103,COMP-1538,2024,63,85,96,81.33,AA
FSC-1104,COMP-1982,2025,62,86,92,80.0,AA
FSC-1105,COMP-1395,2025,73,95,69,79.0,A
FSC-1106,COMP-2353,2022,54,61,99,71.33,A
FSC-1107,COMP-1309,2022,83,67,77,75.67,A
FSC-1108,COMP-1866,2022,72,77,84,77.67,A
FSC-1109,COMP-1942,2025,68,62,95,75.0,A
FSC-1110,COMP-2310,2023,79,66,61,68.67,BBB
FSC-1111,COMP-1598,2023,98,90,78,88.67,AA
FSC-1112,COMP-0491,2026,92,70,69,77.0,A
FSC-1113,COMP-1055,2025,65,80,62,69.0,BBB
FSC-1114,COMP-0702,2022,99,83,78,86.67,AA
FSC-1115,COMP-1292,2025,89,83,85,85.67,AA
FSC-1116,COMP-2060,2023,83,60,84,75.67,A
FSC-1117,COMP-1215,2023,98,91,76,88.33,AA
FSC-1118,COMP-1424,2024,60,87,69,72.0,A
FSC-1119,COMP-1561,2024,63,85,70,72.67,A
FSC-1120,COMP-1942,2026,97,95,70,87.33,AA
FSC-1121,COMP-2139,2025,96,72,71,79.67,A
FSC-1122,COMP-0600,2024,64,92,99,85.0,AA
FSC-1123,COMP-1810,2024,84,85,67,78.67,A
FSC-1124,COMP-2349,2025,56,70,83,69.67,BBB
FSC-1125,COMP-1135,2023,78,94,73,81.67,AA
FSC-1126,COMP-0080,2026,93,91,82,88.67,AA
FSC-1127,COMP-0836,2026,71,68,95,78.0,A
FSC-1128,COMP-0652,2026,72,93,76,80.33,AA
FSC-1129,COMP-2481,2024,73,58,64,65.0,BBB
FSC-1130,COMP-0417,2023,84,84,62,76.67,A
FSC-1131,COMP-1471,2026,59,87,68,71.33,A
FSC-1132,COMP-2066,2025,57,90,79,75.33,A
FSC-1133,COMP-1078,2026,97,84,79,86.67,AA
FSC-1134,COMP-1904,2022,97,68,78,81.0,AA
FSC-1135,COMP-0746,2023,61,77,80,72.67,A
FSC-1136,COMP-2003,2022,78,82,75,78.33,A
FSC-1137,COMP-0240,2023,78,61,92,77.0,A
FSC-1138,COMP-1945,2025,72,96,64,77.33,A
FSC-1139,COMP-2466,2024,75,64,83,74.0,A
FSC-1140,COMP-0856,2024,86,58,74,72.67,A
FSC-1141,COMP-1797,2023,81,98,85,88.0,AA
FSC-1142,COMP-1772,2026,87,92,84,87.67,AA
FSC-1143,COMP-0420,2022,55,67,87,69.67,BBB
FSC-1144,COMP-2264,2025,57,75,92,74.67,A
FSC-1145,COMP-0709,2026,66,87,77,76.67,A
FSC-1146,COMP-1668,2024,61,94,77,77.33,A
FSC-1147,COMP-1354,2026,71,82,97,83.33,AA
FSC-1148,COMP-2036,2022,63,77,92,77.33,A
FSC-1149,COMP-0680,2024,83,86,86,85.0,AA
FSC-1150,COMP-0487,2023,68,59,74,67.0,BBB
FSC-1151,COMP-0623,2025,55,80,72,69.0,BBB
FSC-1152,COMP-1439,2025,67,93,93,84.33,AA
FSC-1153,COMP-0219,2024,85,80,63,76.0,A
FSC-1154,COMP-2429,2023,86,57,94,79.0,A
FSC-1155,COMP-2135,2022,87,78,78,81.0,AA
FSC-1156,COMP-1485,2025,64,88,90,80.67,AA
FSC-1157,COMP-2459,2024,87,88,84,86.33,AA
FSC-1158,COMP-0691,2025,89,74,99,87.33,AA
FSC-1159,COMP-2030,2023,58,84,71,71.0,A
FSC-1160,COMP-1013,2022,55,96,71,74.0,A
FSC-1161,COMP-0447,2023,51,74,84,69.67,BBB
FSC-1162,COMP-2348,2026,65,95,92,84.0,AA
FSC-1163,COMP-2456,2023,50,72,96,72.67,A
FSC-1164,COMP-0375,2023,79,92,87,86.0,AA
FSC-1165,COMP-2281,2025,97,74,68,79.67,A
FSC-1166,COMP-1923,2023,82,60,73,71.67,A
FSC-1167,COMP-0638,2024,50,96,62,69.33,BBB
FSC-1168,COMP-1771,2025,88,79,64,77.0,A
FSC-1169,COMP-2234,2025,65,95,85,81.67,AA
FSC-1170,COMP-2126,2026,66,95,77,79.33,A
FSC-1171,COMP-1505,2024,97,57,97,83.67,AA
FSC-1172,COMP-0194,2023,97,98,80,91.67,AAA
FSC-1173,COMP-1400,2026,87,97,98,94.0,AAA
FSC-1174,COMP-2335,2024,67,73,75,71.67,A
FSC-1175,COMP-1506,2026,71,64,99,78.0,A
FSC-1176,COMP-1747,2022,71,59,82,70.67,A
FSC-1177,COMP-0250,2023,84,76,88,82.67,AA
FSC-1178,COMP-1225,2026,80,63,69,70.67,A
FSC-1179,COMP-0536,2022,89,87,64,80.0,AA
FSC-1180,COMP-2348,2023,76,69,70,71.67,A
FSC-1181,COMP-1107,2026,85,78,88,83.67,AA
FSC-1182,COMP-0458,2026,53,84,86,74.33,A
FSC-1183,COMP-1388,2026,98,90,93,93.67,AAA
FSC-1184,COMP-0040,2026,54,93,73,73.33,A
FSC-1185,COMP-1540,2025,74,60,69,67.67,BBB
FSC-1186,COMP-2156,2026,80,69,70,73.0,A
FSC-1187,COMP-0261,2025,63,92,70,75.0,A
FSC-1188,COMP-1642,2025,79,93,94,88.67,AA
FSC-1189,COMP-1248,2022,96,76,78,83.33,AA
FSC-1190,COMP-0126,2023,61,57,83,67.0,BBB
FSC-1191,COMP-1230,2025,76,83,60,73.0,A
FSC-1192,COMP-1307,2024,94,83,71,82.67,AA
FSC-1193,COMP-2102,2025,73,85,73,77.0,A
FSC-1194,COMP-2394,2024,79,99,62,80.0,AA
FSC-1195,COMP-0136,2022,67,56,91,71.33,A
FSC-1196,COMP-2378,2024,63,89,75,75.67,A
FSC-1197,COMP-1460,2022,68,99,97,88.0,AA
FSC-1198,COMP-0136,2022,71,63,69,67.67,BBB
FSC-1199,COMP-0813,2022,75,76,76,75.67,A
FSC-1200,COMP-0852,2024,56,73,99,76.0,A
FSC-1201,COMP-1745,2024,77,91,63,77.0,A
FSC-1202,COMP-1939,2022,87,64,74,75.0,A
FSC-1203,COMP-0871,2022,54,75,92,73.67,A
FSC-1204,COMP-1473,2023,85,71,98,84.67,AA
FSC-1205,COMP-0635,2022,67,57,69,64.33,BBB
FSC-1206,COMP-1652,2026,63,61,66,63.33,BBB
FSC-1207,COMP-0669,2023,97,95,92,94.67,AAA
FSC-1208,COMP-1294,2023,72,91,76,79.67,A
FSC-1209,COMP-0269,2023,63,90,71,74.67,A
FSC-1210,COMP-0861,2026,81,57,76,71.33,A
FSC-1211,COMP-0482,2023,54,67,75,65.33,BBB
FSC-1212,COMP-1262,2023,71,95,73,79.67,A
FSC-1213,COMP-2333,2024,77,84,62,74.33,A
FSC-1214,COMP-0103,2024,92,77,89,86.0,AA
FSC-1215,COMP-1454,2022,61,61,94,72.0,A
FSC-1216,COMP-0792,2022,67,84,85,78.67,A
FSC-1217,COMP-1678,2025,85,83,71,79.67,A
FSC-1218,COMP-0239,2026,80,62,90,77.33,A
FSC-1219,COMP-1589,2024,62,64,76,67.33,BBB
FSC-1220,COMP-0882,2022,69,87,96,84.0,AA
FSC-1221,COMP-2236,2026,94,74,67,78.33,A
FSC-1222,COMP-0888,2023,85,83,78,82.0,AA
FSC-1223,COMP-1280,2026,56,83,85,74.67,A
FSC-1224,COMP-0924,2024,72,75,63,70.0,A
FSC-1225,COMP-0794,2025,83,55,74,70.67,A
FSC-1226,COMP-0676,2024,99,88,73,86.67,AA
FSC-1227,COMP-2440,2022,81,98,89,89.33,AA
FSC-1228,COMP-1682,2022,70,86,83,79.67,A
FSC-1229,COMP-1492,2026,55,99,93,82.33,AA
FSC-1230,COMP-1850,2024,65,68,78,70.33,A
FSC-1231,COMP-1277,2022,84,91,62,79.0,A
FSC-1232,COMP-0672,2023,96,89,63,82.67,AA
FSC-1233,COMP-0839,2023,69,78,70,72.33,A
FSC-1234,COMP-1313,2025,91,55,72,72.67,A
FSC-1235,COMP-1074,2026,90,60,77,75.67,A
FSC-1236,COMP-0004,2022,60,58,78,65.33,BBB
FSC-1237,COMP-1655,2025,81,92,92,88.33,AA
FSC-1238,COMP-1909,2023,63,55,97,71.67,A
FSC-1239,COMP-1894,2025,73,95,62,76.67,A
FSC-1240,COMP-1923,2025,93,85,94,90.67,AAA
FSC-1241,COMP-1286,2022,88,90,60,79.33,A
FSC-1242,COMP-0535,2022,92,63,94,83.0,AA
FSC-1243,COMP-1085,2022,80,95,95,90.0,AAA
FSC-1244,COMP-1380,2026,66,99,97,87.33,AA
FSC-1245,COMP-0646,2025,74,77,98,83.0,AA
FSC-1246,COMP-0024,2025,58,85,84,75.67,A
FSC-1247,COMP-1317,2026,71,83,99,84.33,AA
FSC-1248,COMP-0557,2023,94,75,72,80.33,AA
FSC-1249,COMP-0356,2024,97,57,63,72.33,A
FSC-1250,COMP-2008,2023,84,80,65,76.33,A
FSC-1251,COMP-0870,2026,86,60,70,72.0,A
FSC-1252,COMP-0575,2025,66,74,60,66.67,BBB
FSC-1253,COMP-0029,2025,77,67,67,70.33,A
FSC-1254,COMP-2405,2022,50,95,93,79.33,A
FSC-1255,COMP-0365,2022,58,77,99,78.0,A
FSC-1256,COMP-0409,2025,98,69,68,78.33,A
FSC-1257,COMP-1315,2025,62,85,95,80.67,AA
FSC-1258,COMP-1177,2022,96,58,98,84.0,AA
FSC-1259,COMP-0219,2022,81,65,96,80.67,AA
FSC-1260,COMP-2221,2023,77,56,80,71.0,A
FSC-1261,COMP-0608,2025,80,70,79,76.33,A
FSC-1262,COMP-1036,2025,57,85,97,79.67,A
FSC-1263,COMP-1540,2026,57,93,60,70.0,A
FSC-1264,COMP-0858,2023,83,97,94,91.33,AAA
FSC-1265,COMP-1603,2024,72,98,87,85.67,AA
FSC-1266,COMP-0969,2024,59,58,66,61.0,BBB
FSC-1267,COMP-1501,2024,86,82,68,78.67,A
FSC-1268,COMP-1106,2022,97,70,60,75.67,A
FSC-1269,COMP-1641,2024,74,93,95,87.33,AA
FSC-1270,COMP-1717,2026,82,79,93,84.67,AA
FSC-1271,COMP-2489,2022,94,67,93,84.67,AA
FSC-1272,COMP-0617,2022,53,59,76,62.67,BBB
FSC-1273,COMP-0226,2024,56,84,91,77.0,A
FSC-1274,COMP-2419,2022,82,55,61,66.0,BBB
FSC-1275,COMP-0028,2023,51,59,95,68.33,BBB
FSC-1276,COMP-0995,2023,97,68,84,83.0,AA
FSC-1277,COMP-0016,2024,95,65,85,81.67,AA
FSC-1278,COMP-0333,2026,81,88,85,84.67,AA
FSC-1279,COMP-0483,2022,54,83,80,72.33,A
FSC-1280,COMP-0566,2025,95,72,77,81.33,AA
FSC-1281,COMP-2162,2024,66,69,88,74.33,A
FSC-1282,COMP-2086,2022,61,79,83,74.33,A
FSC-1283,COMP-0454,2024,61,84,87,77.33,A
FSC-1284,COMP-0166,2024,84,99,71,84.67,AA
FSC-1285,COMP-2253,2026,70,56,70,65.33,BBB
FSC-1286,COMP-0878,2025,70,94,86,83.33,AA
FSC-1287,COMP-0245,2022,51,81,82,71.33,A
FSC-1288,COMP-1895,2024,70,69,92,77.0,A
FSC-1289,COMP-1357,2024,64,86,75,75.0,A
FSC-1290,COMP-0943,2022,60,74,87,73.67,A
FSC-1291,COMP-1953,2024,59,68,87,71.33,A
FSC-1292,COMP-1283,2024,67,81,97,81.67,AA
FSC-1293,COMP-1746,2024,72,57,65,64.67,BBB
FSC-1294,COMP-0410,2023,80,57,88,75.0,A
FSC-1295,COMP-2358,2023,75,67,93,78.33,A
FSC-1296,COMP-2116,2025,51,79,62,64.0,BBB
FSC-1297,COMP-2162,2026,88,72,65,75.0,A
FSC-1298,COMP-2268,2022,56,55,97,69.33,BBB
FSC-1299,COMP-2268,2026,73,93,72,79.33,A
FSC-1300,COMP-1497,2026,88,59,95,80.67,AA
FSC-1301,COMP-0386,2023,81,56,74,70.33,A
FSC-1302,COMP-0930,2025,75,84,65,74.67,A
FSC-1303,COMP-0405,2026,72,71,92,78.33,A
FSC-1304,COMP-0492,2026,63,83,71,72.33,A
FSC-1305,COMP-0357,2024,78,96,72,82.0,AA
FSC-1306,COMP-0215,2022,74,58,92,74.67,A
FSC-1307,COMP-1404,2025,80,63,87,76.67,A
FSC-1308,COMP-0752,2022,51,75,95,73.67,A
FSC-1309,COMP-0827,2023,51,97,64,70.67,A
FSC-1310,COMP-1238,2026,72,66,84,74.0,A
FSC-1311,COMP-1122,2026,96,66,76,79.33,A
FSC-1312,COMP-0666,2022,60,58,96,71.33,A
FSC-1313,COMP-2029,2023,78,82,78,79.33,A
FSC-1314,COMP-0554,2024,91,63,94,82.67,AA
FSC-1315,COMP-1573,2024,84,94,93,90.33,AAA
FSC-1316,COMP-0328,2026,98,86,65,83.0,AA
FSC-1317,COMP-1189,2026,58,67,78,67.67,BBB
FSC-1318,COMP-0150,2025,81,88,60,76.33,A
FSC-1319,COMP-1056,2022,79,73,66,72.67,A
FSC-1320,COMP-0657,2026,64,68,93,75.0,A
FSC-1321,COMP-1937,2023,63,59,78,66.67,BBB
FSC-1322,COMP-0293,2022,66,81,92,79.67,A
FSC-1323,COMP-0957,2025,71,82,85,79.33,A
FSC-1324,COMP-1085,2024,79,80,86,81.67,AA
FSC-1325,COMP-1613,2025,66,64,97,75.67,A
FSC-1326,COMP-0416,2022,65,78,85,76.0,A
FSC-1327,COMP-2055,2024,57,71,94,74.0,A
FSC-1328,COMP-0918,2023,88,70,79,79.0,A
FSC-1329,COMP-0085,2024,80,71,83,78.0,A
FSC-1330,COMP-0957,2024,61,55,80,65.33,BBB
FSC-1331,COMP-1422,2023,82,75,85,80.67,AA
FSC-1332,COMP-1936,2026,61,97,79,79.0,A
FSC-1333,COMP-1795,2026,74,76,65,71.67,A
FSC-1334,COMP-1417,2024,87,59,62,69.33,BBB
FSC-1335,COMP-1071,2024,97,90,69,85.33,AA
FSC-1336,COMP-1522,2025,67,75,71,71.0,A
FSC-1337,COMP-1502,2026,68,63,92,74.33,A
FSC-1338,COMP-2474,2023,52,81,81,71.33,A
FSC-1339,COMP-2474,2024,84,66,75,75.0,A
FSC-1340,COMP-0736,2024,54,72,76,67.33,BBB
FSC-1341,COMP-1153,2025,84,89,69,80.67,AA
FSC-1342,COMP-1273,2025,76,69,71,72.0,A
FSC-1343,COMP-0741,2025,86,98,78,87.33,AA
FSC-1344,COMP-1863,2022,95,84,99,92.67,AAA
FSC-1345,COMP-0131,2023,70,99,82,83.67,AA
FSC-1346,COMP-1764,2022,65,87,99,83.67,AA
FSC-1347,COMP-1713,2024,77,90,69,78.67,A
FSC-1348,COMP-0323,2025,74,94,69,79.0,A
FSC-1349,COMP-0823,2025,82,84,69,78.33,A
FSC-1350,COMP-0543,2025,66,80,98,81.33,AA
FSC-1351,COMP-2114,2026,92,75,89,85.33,AA
FSC-1352,COMP-1856,2023,79,91,63,77.67,A
FSC-1353,COMP-2079,2022,90,97,60,82.33,AA
FSC-1354,COMP-0885,2023,53,85,78,72.0,A
FSC-1355,COMP-0191,2025,51,71,64,62.0,BBB
FSC-1356,COMP-0415,2024,58,71,89,72.67,A
FSC-1357,COMP-1839,2026,80,88,85,84.33,AA
FSC-1358,COMP-1814,2023,74,78,99,83.67,AA
FSC-1359,COMP-1761,2024,86,87,93,88.67,AA
FSC-1360,COMP-1070,2025,85,58,61,68.0,BBB
FSC-1361,COMP-1722,2025,54,63,83,66.67,BBB
FSC-1362,COMP-0375,2025,73,56,73,67.33,BBB
FSC-1363,COMP-0558,2025,73,89,72,78.0,A
FSC-1364,COMP-1281,2026,78,92,88,86.0,AA
FSC-1365,COMP-1945,2026,99,99,60,86.0,AA
FSC-1366,COMP-1597,2023,94,69,93,85.33,AA
FSC-1367,COMP-1129,2025,80,97,63,80.0,AA
FSC-1368,COMP-1361,2026,86,96,87,89.67,AA
FSC-1369,COMP-1325,2024,68,57,78,67.67,BBB
FSC-1370,COMP-1101,2026,72,85,60,72.33,A
FSC-1371,COMP-1535,2026,84,95,95,91.33,AAA
FSC-1372,COMP-1254,2023,99,96,72,89.0,AA
FSC-1373,COMP-1703,2026,55,77,64,65.33,BBB
FSC-1374,COMP-0032,2024,55,66,92,71.0,A
FSC-1375,COMP-1632,2025,86,62,73,73.67,A
FSC-1376,COMP-0058,2022,79,75,75,76.33,A
FSC-1377,COMP-1128,2023,50,75,91,72.0,A
FSC-1378,COMP-0312,2024,57,86,86,76.33,A
FSC-1379,COMP-1753,2023,77,71,94,80.67,AA
FSC-1380,COMP-2002,2025,74,91,62,75.67,A
FSC-1381,COMP-1398,2026,82,78,63,74.33,A
FSC-1382,COMP-1783,2026,87,62,66,71.67,A
FSC-1383,COMP-2283,2024,63,72,72,69.0,BBB
FSC-1384,COMP-1413,2025,60,65,62,62.33,BBB
FSC-1385,COMP-1432,2022,51,64,76,63.67,BBB
FSC-1386,COMP-0802,2022,79,80,69,76.0,A
FSC-1387,COMP-0239,2026,79,60,60,66.33,BBB
FSC-1388,COMP-1776,2025,53,71,87,70.33,A
FSC-1389,COMP-1319,2025,62,77,69,69.33,BBB
FSC-1390,COMP-0112,2024,56,96,66,72.67,A
FSC-1391,COMP-2352,2022,87,91,98,92.0,AAA
FSC-1392,COMP-1329,2024,52,82,62,65.33,BBB
FSC-1393,COMP-0290,2023,58,70,66,64.67,BBB
FSC-1394,COMP-2256,2025,63,66,68,65.67,BBB
FSC-1395,COMP-1810,2022,60,75,99,78.0,A
FSC-1396,COMP-0582,2024,86,78,94,86.0,AA
FSC-1397,COMP-0370,2026,63,82,85,76.67,A
FSC-1398,COMP-0220,2023,68,91,64,74.33,A
FSC-1399,COMP-1897,2024,57,75,72,68.0,BBB
FSC-1400,COMP-0349,2026,56,87,89,77.33,A
FSC-1401,COMP-2303,2022,56,56,99,70.33,A
FSC-1402,COMP-0452,2022,52,91,98,80.33,AA
FSC-1403,COMP-2190,2023,52,73,69,64.67,BBB
FSC-1404,COMP-0089,2026,67,82,82,77.0,A
FSC-1405,COMP-0871,2025,94,69,70,77.67,A
