metric_id,pilar,nama_metrik,satuan,target_kepatuhan_persen
METRIC-1273,Social,Rasio Kesetaraan Gender (Sub-1273),Persentase / Jam / Tingkat Kasus,85.56
METRIC-1274,Environmental,Konsumsi Air Bersih (Sub-1274),Ton CO2e / M3 / MWh,86.16
METRIC-1275,Environmental,Emisi GRK Scope 1 (Sub-1275),Ton CO2e / M3 / MWh,77.63
METRIC-1276,Governance,Sertifikasi Anti-Korupsi (Sub-1276),Skor Indeks / Persentase / Sertifikasi,72.17
METRIC-1277,Governance,Rasio Gaji Eksekutif (Sub-1277),Skor Indeks / Persentase / Sertifikasi,92.34
METRIC-1278,Environmental,Intensitas Karbon (Sub-1278),Ton CO2e / M3 / MWh,92.74
METRIC-1279,Governance,Transparansi Pajak (Sub-1279),Skor Indeks / Persentase / Sertifikasi,99.94
METRIC-1280,Governance,Audit Keamanan Siber (Sub-1280),Skor Indeks / Persentase / Sertifikasi,97.0
METRIC-1281,Environmental,Emisi GRK Scope 1 (Sub-1281),Ton CO2e / M3 / MWh,97.78
METRIC-1282,Social,Rasio Kesetaraan Gender (Sub-1282),Persentase / Jam / Tingkat Kasus,93.95
METRIC-1283,Governance,Rasio Gaji Eksekutif (Sub-1283),Skor Indeks / Persentase / Sertifikasi,88.47
METRIC-1284,Environmental,Konsumsi Air Bersih (Sub-1284),Ton CO2e / M3 / MWh,73.86
METRIC-1285,Governance,Transparansi Pajak (Sub-1285),Skor Indeks / Persentase / Sertifikasi,88.67
METRIC-1286,Governance,Rasio Gaji Eksekutif (Sub-1286),Skor Indeks / Persentase / Sertifikasi,71.68
METRIC-1287,Environmental,Emisi GRK Scope 1 (Sub-1287),Ton CO2e / M3 / MWh,96.56
METRIC-1288,Governance,Independensi Dewan Komisaris (Sub-1288),Skor Indeks / Persentase / Sertifikasi,84.45
METRIC-1289,Governance,Independensi Dewan Komisaris (Sub-1289),Skor Indeks / Persentase / Sertifikasi,90.92
METRIC-1290,Governance,Audit Keamanan Siber (Sub-1290),Skor Indeks / Persentase / Sertifikasi,71.57
METRIC-1291,Social,Pelatihan Karyawan (Jam) (Sub-1291),Persentase / Jam / Tingkat Kasus,86.03
METRIC-1292,Social,Rasio Kesetaraan Gender (Sub-1292),Persentase / Jam / Tingkat Kasus,79.04
METRIC-1293,Governance,Sertifikasi Anti-Korupsi (Sub-1293),Skor Indeks / Persentase / Sertifikasi,78.55
METRIC-1294,Environmental,Efisiensi Energi (Sub-1294),Ton CO2e / M3 / MWh,81.69
METRIC-1295,Governance,Transparansi Pajak (Sub-1295),Skor Indeks / Persentase / Sertifikasi,70.02
METRIC-1296,Governance,Rasio Gaji Eksekutif (Sub-1296),Skor Indeks / Persentase / Sertifikasi,84.0
METRIC-1297,Social,Turnover Karyawan (Sub-1297),Persentase / Jam / Tingkat Kasus,84.6
METRIC-1298,Social,Pelatihan Karyawan (Jam) (Sub-1298),Persentase / Jam / Tingkat Kasus,95.89
METRIC-1299,Social,Turnover Karyawan (Sub-1299),Persentase / Jam / Tingkat Kasus,83.46
METRIC-1300,Governance,Transparansi Pajak (Sub-1300),Skor Indeks / Persentase / Sertifikasi,80.91
METRIC-1301,Governance,Independensi Dewan Komisaris (Sub-1301),Skor Indeks / Persentase / Sertifikasi,99.84
METRIC-1302,Environmental,Efisiensi Energi (Sub-1302),Ton CO2e / M3 / MWh,87.14
METRIC-1303,Governance,Rasio Gaji Eksekutif (Sub-1303),Skor Indeks / Persentase / Sertifikasi,84.18
METRIC-1304,Governance,Transparansi Pajak (Sub-1304),Skor Indeks / Persentase / Sertifikasi,84.88
METRIC-1305,Social,Turnover Karyawan (Sub-1305),Persentase / Jam / Tingkat Kasus,94.28
METRIC-1306,Social,Rasio Kesetaraan Gender (Sub-1306),Persentase / Jam / Tingkat Kasus,80.22
METRIC-1307,Social,Turnover Karyawan (Sub-1307),Persentase / Jam / Tingkat Kasus,81.67
METRIC-1308,Social,Hubungan Komunitas Lokal (Sub-1308),Persentase / Jam / Tingkat Kasus,92.68
METRIC-1309,Social,Pelatihan Karyawan (Jam) (Sub-1309),Persentase / Jam / Tingkat Kasus,72.19
METRIC-1310,Environmental,Pengelolaan Limbah B3 (Sub-1310),Ton CO2e / M3 / MWh,95.96
METRIC-1311,Environmental,Intensitas Karbon (Sub-1311),Ton CO2e / M3 / MWh,82.91
METRIC-1312,Environmental,Intensitas Karbon (Sub-1312),Ton CO2e / M3 / MWh,87.44
METRIC-1313,Social,Hubungan Komunitas Lokal (Sub-1313),Persentase / Jam / Tingkat Kasus,92.72
METRIC-1314,Social,Hubungan Komunitas Lokal (Sub-1314),Persentase / Jam / Tingkat Kasus,77.98
METRIC-1315,Social,Hubungan Komunitas Lokal (Sub-1315),Persentase / Jam / Tingkat Kasus,96.71
METRIC-1316,Environmental,Emisi GRK Scope 1 (Sub-1316),Ton CO2e / M3 / MWh,99.38
METRIC-1317,Social,Turnover Karyawan (Sub-1317),Persentase / Jam / Tingkat Kasus,84.83
METRIC-1318,Environmental,Konsumsi Air Bersih (Sub-1318),Ton CO2e / M3 / MWh,98.11
METRIC-1319,Social,Rasio Kesetaraan Gender (Sub-1319),Persentase / Jam / Tingkat Kasus,70.03
METRIC-1320,Governance,Independensi Dewan Komisaris (Sub-1320),Skor Indeks / Persentase / Sertifikasi,96.83
METRIC-1321,Environmental,Emisi GRK Scope 1 (Sub-1321),Ton CO2e / M3 / MWh,79.33
METRIC-1322,Governance,Transparansi Pajak (Sub-1322),Skor Indeks / Persentase / Sertifikasi,79.34
METRIC-1323,Environmental,Pengelolaan Limbah B3 (Sub-1323),Ton CO2e / M3 / MWh,76.84
METRIC-1324,Social,Turnover Karyawan (Sub-1324),Persentase / Jam / Tingkat Kasus,79.51
METRIC-1325,Social,Pelatihan Karyawan (Jam) (Sub-1325),Persentase / Jam / Tingkat Kasus,76.4
METRIC-1326,Governance,Sertifikasi Anti-Korupsi (Sub-1326),Skor Indeks / Persentase / Sertifikasi,97.18
METRIC-1327,Social,Turnover Karyawan (Sub-1327),Persentase / Jam / Tingkat Kasus,96.97
METRIC-1328,Environmental,Konsumsi Air Bersih (Sub-1328),Ton CO2e / M3 / MWh,73.07
METRIC-1329,Social,Pelatihan Karyawan (Jam) (Sub-1329),Persentase / Jam / Tingkat Kasus,74.29
METRIC-1330,Social,Rasio Kesetaraan Gender (Sub-1330),Persentase / Jam / Tingkat Kasus,95.86
METRIC-1331,Environmental,Efisiensi Energi (Sub-1331),Ton CO2e / M3 / MWh,81.97
METRIC-1332,Governance,Audit Keamanan Siber (Sub-1332),Skor Indeks / Persentase / Sertifikasi,75.08
METRIC-1333,Governance,Independensi Dewan Komisaris (Sub-1333),Skor Indeks / Persentase / Sertifikasi,85.32
METRIC-1334,Social,Pelatihan Karyawan (Jam) (Sub-1334),Persentase / Jam / Tingkat Kasus,82.5
METRIC-1335,Environmental,Intensitas Karbon (Sub-1335),Ton CO2e / M3 / MWh,76.57
METRIC-1336,Governance,Transparansi Pajak (Sub-1336),Skor Indeks / Persentase / Sertifikasi,91.62
METRIC-1337,Governance,Audit Keamanan Siber (Sub-1337),Skor Indeks / Persentase / Sertifikasi,88.94
METRIC-1338,Social,Tingkat Kecelakaan Kerja (Sub-1338),Persentase / Jam / Tingkat Kasus,72.99
METRIC-1339,Environmental,Emisi GRK Scope 1 (Sub-1339),Ton CO2e / M3 / MWh,97.76
METRIC-1340,Governance,Audit Keamanan Siber (Sub-1340),Skor Indeks / Persentase / Sertifikasi,86.75
METRIC-1341,Social,Hubungan Komunitas Lokal (Sub-1341),Persentase / Jam / Tingkat Kasus,77.51
METRIC-1342,Social,Hubungan Komunitas Lokal (Sub-1342),Persentase / Jam / Tingkat Kasus,76.19
METRIC-1343,Social,Hubungan Komunitas Lokal (Sub-1343),Persentase / Jam / Tingkat Kasus,74.08
METRIC-1344,Social,Hubungan Komunitas Lokal (Sub-1344),Persentase / Jam / Tingkat Kasus,82.74
METRIC-1345,Governance,Rasio Gaji Eksekutif (Sub-1345),Skor Indeks / Persentase / Sertifikasi,74.07
METRIC-1346,Environmental,Konsumsi Air Bersih (Sub-1346),Ton CO2e / M3 / MWh,82.47
METRIC-1347,Social,Turnover Karyawan (Sub-1347),Persentase / Jam / Tingkat Kasus,74.46
METRIC-1348,Social,Rasio Kesetaraan Gender (Sub-1348),Persentase / Jam / Tingkat Kasus,89.7
METRIC-1349,Governance,Rasio Gaji Eksekutif (Sub-1349),Skor Indeks / Persentase / Sertifikasi,93.56
METRIC-1350,Social,Hubungan Komunitas Lokal (Sub-1350),Persentase / Jam / Tingkat Kasus,86.49
METRIC-1351,Social,Rasio Kesetaraan Gender (Sub-1351),Persentase / Jam / Tingkat Kasus,90.4
METRIC-1352,Environmental,Emisi GRK Scope 1 (Sub-1352),Ton CO2e / M3 / MWh,98.15
METRIC-1353,Social,Hubungan Komunitas Lokal (Sub-1353),Persentase / Jam / Tingkat Kasus,89.15
METRIC-1354,Governance,Transparansi Pajak (Sub-1354),Skor Indeks / Persentase / Sertifikasi,80.92
METRIC-1355,Environmental,Emisi GRK Scope 1 (Sub-1355),Ton CO2e / M3 / MWh,83.48
METRIC-1356,Governance,Audit Keamanan Siber (Sub-1356),Skor Indeks / Persentase / Sertifikasi,95.82
METRIC-1357,Environmental,Intensitas Karbon (Sub-1357),Ton CO2e / M3 / MWh,73.92
METRIC-1358,Environmental,Konsumsi Air Bersih (Sub-1358),Ton CO2e / M3 / MWh,79.77
METRIC-1359,Social,Pelatihan Karyawan (Jam) (Sub-1359),Persentase / Jam / Tingkat Kasus,87.32
METRIC-1360,Social,Tingkat Kecelakaan Kerja (Sub-1360),Persentase / Jam / Tingkat Kasus,90.29
METRIC-1361,Social,Hubungan Komunitas Lokal (Sub-1361),Persentase / Jam / Tingkat Kasus,92.9
METRIC-1362,Governance,Sertifikasi Anti-Korupsi (Sub-1362),Skor Indeks / Persentase / Sertifikasi,79.55
METRIC-1363,Social,Hubungan Komunitas Lokal (Sub-1363),Persentase / Jam / Tingkat Kasus,74.38
METRIC-1364,Social,Turnover Karyawan (Sub-1364),Persentase / Jam / Tingkat Kasus,98.65
METRIC-1365,Environmental,Emisi GRK Scope 1 (Sub-1365),Ton CO2e / M3 / MWh,72.29
METRIC-1366,Social,Hubungan Komunitas Lokal (Sub-1366),Persentase / Jam / Tingkat Kasus,72.87
METRIC-1367,Social,Turnover Karyawan (Sub-1367),Persentase / Jam / Tingkat Kasus,84.85
METRIC-1368,Social,Tingkat Kecelakaan Kerja (Sub-1368),Persentase / Jam / Tingkat Kasus,94.58
METRIC-1369,Social,Hubungan Komunitas Lokal (Sub-1369),Persentase / Jam / Tingkat Kasus,93.24
METRIC-1370,Environmental,Intensitas Karbon (Sub-1370),Ton CO2e / M3 / MWh,98.13
METRIC-1371,Social,Rasio Kesetaraan Gender (Sub-1371),Persentase / Jam / Tingkat Kasus,74.25
METRIC-1372,Environmental,Pengelolaan Limbah B3 (Sub-1372),Ton CO2e / M3 / MWh,81.27
METRIC-1373,Governance,Audit Keamanan Siber (Sub-1373),Skor Indeks / Persentase / Sertifikasi,78.46
METRIC-1374,Social,Hubungan Komunitas Lokal (Sub-1374),Persentase / Jam / Tingkat Kasus,95.83
METRIC-1375,Social,Rasio Kesetaraan Gender (Sub-1375),Persentase / Jam / Tingkat Kasus,84.65
METRIC-1376,Social,Hubungan Komunitas Lokal (Sub-1376),Persentase / Jam / Tingkat Kasus,70.81
METRIC-1377,Environmental,Pengelolaan Limbah B3 (Sub-1377),Ton CO2e / M3 / MWh,91.24
METRIC-1378,Social,Turnover Karyawan (Sub-1378),Persentase / Jam / Tingkat Kasus,81.66
METRIC-1379,Social,Pelatihan Karyawan (Jam) (Sub-1379),Persentase / Jam / Tingkat Kasus,85.93
METRIC-1380,Governance,Rasio Gaji Eksekutif (Sub-1380),Skor Indeks / Persentase / Sertifikasi,96.81
METRIC-1381,Environmental,Efisiensi Energi (Sub-1381),Ton CO2e / M3 / MWh,77.7
METRIC-1382,Environmental,Konsumsi Air Bersih (Sub-1382),Ton CO2e / M3 / MWh,77.21
METRIC-1383,Governance,Rasio Gaji Eksekutif (Sub-1383),Skor Indeks / Persentase / Sertifikasi,77.9
METRIC-1384,Environmental,Efisiensi Energi (Sub-1384),Ton CO2e / M3 / MWh,80.14
METRIC-1385,Social,Tingkat Kecelakaan Kerja (Sub-1385),Persentase / Jam / Tingkat Kasus,73.22
METRIC-1386,Social,Turnover Karyawan (Sub-1386),Persentase / Jam / Tingkat Kasus,90.92
METRIC-1387,Governance,Rasio Gaji Eksekutif (Sub-1387),Skor Indeks / Persentase / Sertifikasi,76.22
METRIC-1388,Environmental,Intensitas Karbon (Sub-1388),Ton CO2e / M3 / MWh,97.78
METRIC-1389,Environmental,Konsumsi Air Bersih (Sub-1389),Ton CO2e / M3 / MWh,76.47
METRIC-1390,Environmental,Intensitas Karbon (Sub-1390),Ton CO2e / M3 / MWh,77.67
METRIC-1391,Governance,Audit Keamanan Siber (Sub-1391),Skor Indeks / Persentase / Sertifikasi,78.91
METRIC-1392,Social,Rasio Kesetaraan Gender (Sub-1392),Persentase / Jam / Tingkat Kasus,93.06
METRIC-1393,Governance,Transparansi Pajak (Sub-1393),Skor Indeks / Persentase / Sertifikasi,82.83
METRIC-1394,Social,Turnover Karyawan (Sub-1394),Persentase / Jam / Tingkat Kasus,94.58
METRIC-1395,Governance,Sertifikasi Anti-Korupsi (Sub-1395),Skor Indeks / Persentase / Sertifikasi,93.55
METRIC-1396,Social,Tingkat Kecelakaan Kerja (Sub-1396),Persentase / Jam / Tingkat Kasus,97.88
METRIC-1397,Environmental,Emisi GRK Scope 1 (Sub-1397),Ton CO2e / M3 / MWh,92.7
METRIC-1398,Environmental,Pengelolaan Limbah B3 (Sub-1398),Ton CO2e / M3 / MWh,71.56
METRIC-1399,Environmental,Intensitas Karbon (Sub-1399),Ton CO2e / M3 / MWh,95.12
METRIC-1400,Governance,Sertifikasi Anti-Korupsi (Sub-1400),Skor Indeks / Persentase / Sertifikasi,98.14
METRIC-1401,Governance,Independensi Dewan Komisaris (Sub-1401),Skor Indeks / Persentase / Sertifikasi,99.81
METRIC-1402,Governance,Transparansi Pajak (Sub-1402),Skor Indeks / Persentase / Sertifikasi,73.76
METRIC-1403,Environmental,Intensitas Karbon (Sub-1403),Ton CO2e / M3 / MWh,88.4
METRIC-1404,Social,Rasio Kesetaraan Gender (Sub-1404),Persentase / Jam / Tingkat Kasus,75.98
METRIC-1405,Environmental,Emisi GRK Scope 1 (Sub-1405),Ton CO2e / M3 / MWh,77.88
METRIC-1406,Environmental,Efisiensi Energi (Sub-1406),Ton CO2e / M3 / MWh,92.37
METRIC-1407,Social,Hubungan Komunitas Lokal (Sub-1407),Persentase / Jam / Tingkat Kasus,99.33
METRIC-1408,Social,Hubungan Komunitas Lokal (Sub-1408),Persentase / Jam / Tingkat Kasus,87.85
METRIC-1409,Social,Hubungan Komunitas Lokal (Sub-1409),Persentase / Jam / Tingkat Kasus,95.52
METRIC-1410,Social,Tingkat Kecelakaan Kerja (Sub-1410),Persentase / Jam / Tingkat Kasus,70.27
METRIC-1411,Environmental,Emisi GRK Scope 1 (Sub-1411),Ton CO2e / M3 / MWh,71.1
METRIC-1412,Governance,Transparansi Pajak (Sub-1412),Skor Indeks / Persentase / Sertifikasi,87.9
METRIC-1413,Environmental,Emisi GRK Scope 1 (Sub-1413),Ton CO2e / M3 / MWh,81.67
METRIC-1414,Social,Pelatihan Karyawan (Jam) (Sub-1414),Persentase / Jam / Tingkat Kasus,96.69
METRIC-1415,Governance,Sertifikasi Anti-Korupsi (Sub-1415),Skor Indeks / Persentase / Sertifikasi,79.06
METRIC-1416,Governance,Transparansi Pajak (Sub-1416),Skor Indeks / Persentase / Sertifikasi,82.96
METRIC-1417,Environmental,Konsumsi Air Bersih (Sub-1417),Ton CO2e / M3 / MWh,85.84
METRIC-1418,Environmental,Efisiensi Energi (Sub-1418),Ton CO2e / M3 / MWh,78.19
METRIC-1419,Environmental,Intensitas Karbon (Sub-1419),Ton CO2e / M3 / MWh,97.25
METRIC-1420,Governance,Rasio Gaji Eksekutif (Sub-1420),Skor Indeks / Persentase / Sertifikasi,83.94
METRIC-1421,Governance,Rasio Gaji Eksekutif (Sub-1421),Skor Indeks / Persentase / Sertifikasi,82.72
METRIC-1422,Governance,Sertifikasi Anti-Korupsi (Sub-1422),Skor Indeks / Persentase / Sertifikasi,95.49
METRIC-1423,Social,Hubungan Komunitas Lokal (Sub-1423),Persentase / Jam / Tingkat Kasus,79.36
METRIC-1424,Social,Turnover Karyawan (Sub-1424),Persentase / Jam / Tingkat Kasus,94.52
METRIC-1425,Environmental,Intensitas Karbon (Sub-1425),Ton CO2e / M3 / MWh,73.67
METRIC-1426,Governance,Independensi Dewan Komisaris (Sub-1426),Skor Indeks / Persentase / Sertifikasi,75.48
METRIC-1427,Environmental,Konsumsi Air Bersih (Sub-1427),Ton CO2e / M3 / MWh,98.53
METRIC-1428,Governance,Rasio Gaji Eksekutif (Sub-1428),Skor Indeks / Persentase / Sertifikasi,95.27
METRIC-1429,Environmental,Intensitas Karbon (Sub-1429),Ton CO2e / M3 / MWh,81.64
METRIC-1430,Social,Tingkat Kecelakaan Kerja (Sub-1430),Persentase / Jam / Tingkat Kasus,89.15
METRIC-1431,Governance,Transparansi Pajak (Sub-1431),Skor Indeks / Persentase / Sertifikasi,98.29
METRIC-1432,Social,Rasio Kesetaraan Gender (Sub-1432),Persentase / Jam / Tingkat Kasus,76.36
METRIC-1433,Governance,Transparansi Pajak (Sub-1433),Skor Indeks / Persentase / Sertifikasi,71.77
METRIC-1434,Environmental,Konsumsi Air Bersih (Sub-1434),Ton CO2e / M3 / MWh,86.12
METRIC-1435,Governance,Sertifikasi Anti-Korupsi (Sub-1435),Skor Indeks / Persentase / Sertifikasi,74.28
METRIC-1436,Social,Rasio Kesetaraan Gender (Sub-1436),Persentase / Jam / Tingkat Kasus,75.62
METRIC-1437,Governance,Independensi Dewan Komisaris (Sub-1437),Skor Indeks / Persentase / Sertifikasi,96.75
METRIC-1438,Environmental,Pengelolaan Limbah B3 (Sub-1438),Ton CO2e / M3 / MWh,70.22
METRIC-1439,Governance,Transparansi Pajak (Sub-1439),Skor Indeks / Persentase / Sertifikasi,94.5
METRIC-1440,Social,Hubungan Komunitas Lokal (Sub-1440),Persentase / Jam / Tingkat Kasus,85.51
METRIC-1441,Environmental,Intensitas Karbon (Sub-1441),Ton CO2e / M3 / MWh,86.78
METRIC-1442,Social,Tingkat Kecelakaan Kerja (Sub-1442),Persentase / Jam / Tingkat Kasus,90.15
METRIC-1443,Governance,Audit Keamanan Siber (Sub-1443),Skor Indeks / Persentase / Sertifikasi,82.94
METRIC-1444,Social,Pelatihan Karyawan (Jam) (Sub-1444),Persentase / Jam / Tingkat Kasus,73.47
METRIC-1445,Governance,Transparansi Pajak (Sub-1445),Skor Indeks / Persentase / Sertifikasi,73.08
METRIC-1446,Environmental,Pengelolaan Limbah B3 (Sub-1446),Ton CO2e / M3 / MWh,92.63
METRIC-1447,Social,Hubungan Komunitas Lokal (Sub-1447),Persentase / Jam / Tingkat Kasus,76.63
METRIC-1448,Social,Tingkat Kecelakaan Kerja (Sub-1448),Persentase / Jam / Tingkat Kasus,70.84
METRIC-1449,Governance,Rasio Gaji Eksekutif (Sub-1449),Skor Indeks / Persentase / Sertifikasi,99.39
METRIC-1450,Social,Tingkat Kecelakaan Kerja (Sub-1450),Persentase / Jam / Tingkat Kasus,99.41
METRIC-1451,Social,Rasio Kesetaraan Gender (Sub-1451),Persentase / Jam / Tingkat Kasus,81.34
METRIC-1452,Environmental,Pengelolaan Limbah B3 (Sub-1452),Ton CO2e / M3 / MWh,70.77
METRIC-1453,Governance,Transparansi Pajak (Sub-1453),Skor Indeks / Persentase / Sertifikasi,91.82
METRIC-1454,Governance,Transparansi Pajak (Sub-1454),Skor Indeks / Persentase / Sertifikasi,94.93
METRIC-1455,Environmental,Pengelolaan Limbah B3 (Sub-1455),Ton CO2e / M3 / MWh,73.75
METRIC-1456,Environmental,Emisi GRK Scope 1 (Sub-1456),Ton CO2e / M3 / MWh,74.06
METRIC-1457,Governance,Rasio Gaji Eksekutif (Sub-1457),Skor Indeks / Persentase / Sertifikasi,94.67
METRIC-1458,Environmental,Konsumsi Air Bersih (Sub-1458),Ton CO2e / M3 / MWh,97.66
METRIC-1459,Environmental,Emisi GRK Scope 1 (Sub-1459),Ton CO2e / M3 / MWh,93.72
METRIC-1460,Environmental,Intensitas Karbon (Sub-1460),Ton CO2e / M3 / MWh,76.02
METRIC-1461,Governance,Sertifikasi Anti-Korupsi (Sub-1461),Skor Indeks / Persentase / Sertifikasi,82.35
METRIC-1462,Environmental,Pengelolaan Limbah B3 (Sub-1462),Ton CO2e / M3 / MWh,88.03
METRIC-1463,Social,Tingkat Kecelakaan Kerja (Sub-1463),Persentase / Jam / Tingkat Kasus,74.81
METRIC-1464,Social,Rasio Kesetaraan Gender (Sub-1464),Persentase / Jam / Tingkat Kasus,76.32
METRIC-1465,Governance,Independensi Dewan Komisaris (Sub-1465),Skor Indeks / Persentase / Sertifikasi,78.49
METRIC-1466,Environmental,Intensitas Karbon (Sub-1466),Ton CO2e / M3 / MWh,85.29
METRIC-1467,Social,Hubungan Komunitas Lokal (Sub-1467),Persentase / Jam / Tingkat Kasus,85.32
METRIC-1468,Governance,Independensi Dewan Komisaris (Sub-1468),Skor Indeks / Persentase / Sertifikasi,94.43
METRIC-1469,Social,Turnover Karyawan (Sub-1469),Persentase / Jam / Tingkat Kasus,92.59
METRIC-1470,Environmental,Konsumsi Air Bersih (Sub-1470),Ton CO2e / M3 / MWh,97.41
METRIC-1471,Governance,Audit Keamanan Siber (Sub-1471),Skor Indeks / Persentase / Sertifikasi,94.99
METRIC-1472,Social,Hubungan Komunitas Lokal (Sub-1472),Persentase / Jam / Tingkat Kasus,77.62
METRIC-1473,Governance,Audit Keamanan Siber (Sub-1473),Skor Indeks / Persentase / Sertifikasi,79.94
METRIC-1474,Social,Rasio Kesetaraan Gender (Sub-1474),Persentase / Jam / Tingkat Kasus,85.01
METRIC-1475,Social,Rasio Kesetaraan Gender (Sub-1475),Persentase / Jam / Tingkat Kasus,70.43
METRIC-1476,Environmental,Efisiensi Energi (Sub-1476),Ton CO2e / M3 / MWh,97.12
METRIC-1477,Environmental,Intensitas Karbon (Sub-1477),Ton CO2e / M3 / MWh,71.33
METRIC-1478,Social,Tingkat Kecelakaan Kerja (Sub-1478),Persentase / Jam / Tingkat Kasus,79.67
METRIC-1479,Governance,Rasio Gaji Eksekutif (Sub-1479),Skor Indeks / Persentase / Sertifikasi,87.08
METRIC-1480,Governance,Sertifikasi Anti-Korupsi (Sub-1480),Skor Indeks / Persentase / Sertifikasi,85.54
METRIC-1481,Environmental,Intensitas Karbon (Sub-1481),Ton CO2e / M3 / MWh,89.63
METRIC-1482,Social,Tingkat Kecelakaan Kerja (Sub-1482),Persentase / Jam / Tingkat Kasus,85.83
METRIC-1483,Environmental,Efisiensi Energi (Sub-1483),Ton CO2e / M3 / MWh,76.87
METRIC-1484,Social,Rasio Kesetaraan Gender (Sub-1484),Persentase / Jam / Tingkat Kasus,76.03
METRIC-1485,Social,Hubungan Komunitas Lokal (Sub-1485),Persentase / Jam / Tingkat Kasus,97.22
METRIC-1486,Environmental,Intensitas Karbon (Sub-1486),Ton CO2e / M3 / MWh,77.92
METRIC-1487,Governance,Transparansi Pajak (Sub-1487),Skor Indeks / Persentase / Sertifikasi,78.43
METRIC-1488,Environmental,Emisi GRK Scope 1 (Sub-1488),Ton CO2e / M3 / MWh,82.39
METRIC-1489,Social,Pelatihan Karyawan (Jam) (Sub-1489),Persentase / Jam / Tingkat Kasus,74.18
METRIC-1490,Environmental,Pengelolaan Limbah B3 (Sub-1490),Ton CO2e / M3 / MWh,85.22
METRIC-1491,Governance,Sertifikasi Anti-Korupsi (Sub-1491),Skor Indeks / Persentase / Sertifikasi,89.95
METRIC-1492,Governance,Sertifikasi Anti-Korupsi (Sub-1492),Skor Indeks / Persentase / Sertifikasi,93.58
METRIC-1493,Social,Tingkat Kecelakaan Kerja (Sub-1493),Persentase / Jam / Tingkat Kasus,91.34
METRIC-1494,Environmental,Emisi GRK Scope 1 (Sub-1494),Ton CO2e / M3 / MWh,74.43
METRIC-1495,Governance,Audit Keamanan Siber (Sub-1495),Skor Indeks / Persentase / Sertifikasi,83.68
METRIC-1496,Environmental,Konsumsi Air Bersih (Sub-1496),Ton CO2e / M3 / MWh,71.16
METRIC-1497,Governance,Rasio Gaji Eksekutif (Sub-1497),Skor Indeks / Persentase / Sertifikasi,70.53
METRIC-1498,Social,Pelatihan Karyawan (Jam) (Sub-1498),Persentase / Jam / Tingkat Kasus,83.2
METRIC-1499,Social,Hubungan Komunitas Lokal (Sub-1499),Persentase / Jam / Tingkat Kasus,77.59
METRIC-1500,Environmental,Konsumsi Air Bersih (Sub-1500),Ton CO2e / M3 / MWh,90.5
METRIC-1501,Social,Tingkat Kecelakaan Kerja (Sub-1501),Persentase / Jam / Tingkat Kasus,91.73
METRIC-1502,Governance,Audit Keamanan Siber (Sub-1502),Skor Indeks / Persentase / Sertifikasi,96.86
METRIC-1503,Social,Pelatihan Karyawan (Jam) (Sub-1503),Persentase / Jam / Tingkat Kasus,92.82
METRIC-1504,Governance,Transparansi Pajak (Sub-1504),Skor Indeks / Persentase / Sertifikasi,71.45
METRIC-1505,Governance,Rasio Gaji Eksekutif (Sub-1505),Skor Indeks / Persentase / Sertifikasi,81.15
METRIC-1506,Social,Turnover Karyawan (Sub-1506),Persentase / Jam / Tingkat Kasus,78.19
METRIC-1507,Governance,Rasio Gaji Eksekutif (Sub-1507),Skor Indeks / Persentase / Sertifikasi,81.58
METRIC-1508,Governance,Sertifikasi Anti-Korupsi (Sub-1508),Skor Indeks / Persentase / Sertifikasi,74.8
METRIC-1509,Environmental,Intensitas Karbon (Sub-1509),Ton CO2e / M3 / MWh,72.93
METRIC-1510,Environmental,Intensitas Karbon (Sub-1510),Ton CO2e / M3 / MWh,85.63
METRIC-1511,Environmental,Intensitas Karbon (Sub-1511),Ton CO2e / M3 / MWh,91.61
METRIC-1512,Social,Rasio Kesetaraan Gender (Sub-1512),Persentase / Jam / Tingkat Kasus,91.06
METRIC-1513,Environmental,Intensitas Karbon (Sub-1513),Ton CO2e / M3 / MWh,83.53
METRIC-1514,Governance,Rasio Gaji Eksekutif (Sub-1514),Skor Indeks / Persentase / Sertifikasi,85.67
METRIC-1515,Social,Hubungan Komunitas Lokal (Sub-1515),Persentase / Jam / Tingkat Kasus,85.49
METRIC-1516,Social,Pelatihan Karyawan (Jam) (Sub-1516),Persentase / Jam / Tingkat Kasus,90.75
METRIC-1517,Social,Tingkat Kecelakaan Kerja (Sub-1517),Persentase / Jam / Tingkat Kasus,71.44
METRIC-1518,Social,Tingkat Kecelakaan Kerja (Sub-1518),Persentase / Jam / Tingkat Kasus,91.3
METRIC-1519,Governance,Independensi Dewan Komisaris (Sub-1519),Skor Indeks / Persentase / Sertifikasi,87.47
METRIC-1520,Governance,Audit Keamanan Siber (Sub-1520),Skor Indeks / Persentase / Sertifikasi,75.94
METRIC-1521,Environmental,Emisi GRK Scope 1 (Sub-1521),Ton CO2e / M3 / MWh,71.47
METRIC-1522,Social,Pelatihan Karyawan (Jam) (Sub-1522),Persentase / Jam / Tingkat Kasus,73.26
METRIC-1523,Environmental,Efisiensi Energi (Sub-1523),Ton CO2e / M3 / MWh,85.74
METRIC-1524,Governance,Transparansi Pajak (Sub-1524),Skor Indeks / Persentase / Sertifikasi,92.75
